u_id,tuition,in_state
167057,54210,0
167093,22374,0
167215,NULL,0
167260,37150,0
167288,9975,0
167288,1030,1
167312,6168,0
167312,600,1
167358,59100,0
167376,6384,0
167376,600,1
167394,38735,0
167464,26500,0
167525,6168,0
167534,5520,0
167534,576,1
167598,46150,0
167631,5928,0
167631,936,1
167677,28060,0
167729,7050,0
167729,910,1
167783,43060,0
167792,61600,0
167835,58480,0
167899,41128,0
167905,5808,0
167905,600,1
167987,30317,0
167987,14179,1
167996,50312,0
168005,42790,0
168148,63804,0
168218,61584,0
168227,38160,0
168254,41750,0
168263,7050,0
168263,970,1
168281,59750,0
168342,61450,0
168421,56000,0
168430,7050,0
168430,970,1
168528,38321,0
168546,54410,0
168591,45346,0
168607,7365,0
168740,31464,0
168786,36480,0
168847,12460,0
168883,9362,0
168883,7657,1
169080,38370,0
169099,16269,0
169187,14660,0
169220,34827,0
169248,13253,0
169275,6336,0
169275,4446,1
169327,22279,0
169363,32770,0
169424,41450,0
169442,48030,0
169479,21240,0
169521,6420,0
169521,6150,1
169655,14678,0
169716,31058,0
169761,29280,0
169798,14500,0
169910,13608,0
169974,5568,0
169974,4704,1
169983,43935,0
169992,6820,0
169992,5921,1
170000,14040,0
170037,27580,0
170055,11220,0
170055,7470,1
170082,20198,0
170082,14302,1
170091,15750,0
170240,6552,0
170240,4512,1
170286,29590,0
170301,36841,0
170444,7920,0
170444,5970,1
170532,56001,0
170541,8280,0
170541,6210,1
170550,8228,0
170550,6203,1
170587,8100,0
170587,5820,1
170620,7148,0
170639,13440,0
170657,10260,0
170657,6840,1
170675,38370,0
170790,7560,0
170790,5940,1
170806,26100,0
170967,26736,0
170976,56941,0
170976,17454,1
171100,42427,0
171100,16437,1
171128,40929,0
171128,18592,1
171137,29184,0
171137,13920,1
171146,24450,0
171146,12234,1
171155,8808,0
171225,7110,0
171225,6383,1
171234,10920,0
171234,6660,1
171304,13080,0
171304,9360,1
171395,8910,0
171395,6870,1
171456,17718,0
171456,12096,1
171483,10880,0
171483,8364,1
171492,30020,0
171535,5180,0
171571,24735,0
171571,15723,1
171599,31664,0
171881,25370,0
172033,22157,0
172051,27164,0
172051,11565,1
172200,6890,0
172200,4888,1
172264,28000,0
172291,12990,0
172291,9300,1
172307,5890,0
172307,5410,1
172334,31020,0
172422,11696,0
172422,8060,1
172440,25436,0
172477,14440,0
172608,20232,0
172617,5736,0
172617,4056,1
172635,3574,0
172635,2839,1
172644,32457,0
172644,14140,1
172671,6120,0
172671,4320,1
172699,18154,0
172699,14523,1
172705,15660,0
172866,17557,0
172918,5478,0
172954,5500,0
172963,4915,0
173045,41284,0
173063,5585,0
173115,5896,0
173124,8994,0
173142,28330,0
173160,41110,0
173203,5424,0
173258,62244,0
173300,28400,0
173328,24400,0
173416,5759,0
173452,17420,0
173461,5615,0
173559,5424,0
173638,11696,0
173638,5848,1
173647,52490,0
173665,45540,0
173683,25568,0
173708,5341,0
173735,6672,0
173735,5374,1
173799,5420,0
173896,19000,0
173902,62270,0
173911,5490,0
173920,17726,0
173920,8356,1
173957,10342,0
174020,8571,0
174066,33246,0
174066,14006,1
174075,11362,0
174127,42110,0
174136,5264,0
174154,11820,0
174233,18028,0
174233,12638,1
174251,14934,0
174251,12804,1
174358,17674,0
174358,8838,1
174376,4502,0
174428,5347,0
174437,27140,0
174473,5627,0
174491,34490,0
174507,10032,0
174525,17760,0
174570,8356,0
174570,4178,1
174738,5053,0
174747,50950,0
174756,5391,0
174783,18695,0
174783,8811,1
174792,50950,0
174817,40520,0
174844,54650,0
174862,28360,0
174899,38750,0
174914,48930,0
175005,36600,0
175014,11817,0
175041,5486,0
175078,8840,0
175139,12564,0
175227,22610,0
175236,5473,0
175263,6280,0
175272,15120,0
175272,8388,1
175281,36020,0
175315,5475,0
175342,7869,0
175421,27980,0
175430,19120,0
175519,3200,0
175573,5200,0
175573,3200,1
175616,8435,0
175643,5360,0
175643,3260,1
175652,6500,0
175652,3500,1
175786,6550,0
175786,3500,1
175810,5400,0
175810,2700,1
175829,5100,0
175829,2900,1
175856,8270,0
175883,5750,0
175883,3750,1
175935,5552,0
175935,3552,1
175980,40940,0
176008,5890,0
176008,3290,1
176017,26292,0
176017,9072,1
176035,7766,0
176044,7394,0
176053,19656,0
176071,6600,0
176071,3300,1
176080,25294,0
176080,9248,1
176169,6930,0
176169,3650,1
176178,3200,0
176239,5250,0
176239,3250,1
176318,9900,0
176336,6000,0
176354,5900,0
176354,3200,1
176372,11340,0
176372,9340,1
176406,10258,0
176451,9000,0
176479,13500,0
176600,14850,0
176628,22390,0
176664,14690,0
176770,10646,0
176789,11060,0
176910,8850,0
176947,26360,0
176965,16080,0
176965,8040,1
177038,14400,0
177065,12140,0
177083,23998,0
177092,30135,0
177117,23350,0
177126,15210,0
177135,3984,0
177144,28700,0
177214,32500,0
177250,5640,0
177250,3864,1
177278,16000,0
177339,25166,0
177418,27996,0
177436,16950,0
177472,5256,0
177472,4104,1
177542,24000,0
177551,10056,0
177551,5424,1
177676,7080,0
177676,5310,1
177719,20020,0
177746,41174,0
177816,28680,0
177834,37062,0
177940,14250,0
177940,7020,1
177968,19100,0
177977,11760,0
177977,5880,1
177986,7800,0
177995,9600,0
177995,7110,1
178059,24766,0
178208,9120,0
178217,6690,0
178217,5130,1
178244,30252,0
178341,16052,0
178341,8026,1
178369,20850,0
178387,15120,0
178387,7200,1
178396,30441,0
178396,10452,1
178402,27648,0
178402,9999,1
178411,30150,0
178411,10389,1
178420,32100,0
178420,12528,1
178448,7440,0
178448,5220,1
178518,10000,0
178615,16712,0
178615,8690,1
178624,12082,0
178624,6015,1
178679,13680,0
178697,19800,0
178721,9262,0
178767,12968,0
178891,15720,0
178989,18000,0
179043,40700,0
179159,49800,0
179265,30680,0
179308,6300,0
179308,4440,1
179317,11466,0
179326,25990,0
179344,8460,0
179344,4230,1
179539,5928,0
179539,4392,1
179548,24586,0
179557,14331,0
179557,7761,1
179566,16016,0
179566,7476,1
179645,4290,0
179715,5850,0
179715,4740,1
179812,35420,0
179867,59420,0
179894,29640,0
179946,30248,0
179955,18360,0
179964,26500,0
180054,2880,0
180081,8598,0
180081,2702,1
180106,37828,0
180151,6930,0
180151,4230,1
180160,1960,0
180179,18209,0
180179,4620,1
180197,11220,0
180197,5298,1
180203,1740,0
180212,1680,0
180249,10640,0
180249,2834,1
180258,27256,0
180276,8866,0
180276,2684,1
180328,2600,0
180373,8400,0
180373,4530,1
180416,21414,0
180416,5878,1
180461,27391,0
180461,5824,1
180489,27168,0
180489,5515,1
180522,17096,0
180522,4496,1
180595,31342,0
180647,10260,0
180647,5076,1
180692,16406,0
180692,4658,1
180814,8040,0
180832,14880,0
180878,16370,0
180902,4230,0
180902,2820,1
180948,5208,0
180984,37000,0
181002,43684,0
181020,38190,0
181127,32600,0
181145,7140,0
181215,13650,0
181215,6270,1
181297,15548,0
181303,4590,0
181303,3060,1
181312,3900,0
181312,3000,1
181330,37500,0
181394,19926,0
181394,6344,1
181419,4080,0
181428,30510,0
181428,11340,1
181446,38898,0
181464,24900,0
181464,7770,1
181491,4530,0
181491,3240,1
181534,5760,0
181543,7040,0
181604,22450,0
181640,3444,0
181640,2856,1
181738,25920,0
181765,4726,0
181783,5580,0
181817,2652,0
181817,2556,1
181853,20450,0
182005,11284,0
182005,3383,1
182148,15493,0
182281,24701,0
182281,8159,1
182290,24687,0
182290,8133,1
182306,10967,0
182306,3607,1
182500,10339,0
182500,2862,1
182564,11283,0
182564,3383,1
182634,46364,0
182670,60687,0
182795,39055,0
182829,36000,0
182917,23400,0
182980,25714,0
183026,15000,0
183044,34430,0
183044,15520,1
183062,22663,0
183062,11754,1
183071,34010,0
183071,15150,1
183080,22250,0
183080,11870,1
183099,14700,0
183099,6450,1
183105,14700,0
183105,6450,1
183114,14700,0
183114,6450,1
183123,14700,0
183123,6450,1
183132,14700,0
183132,6450,1
183141,14700,0
183141,6450,1
183150,14700,0
183150,6450,1
183211,35445,0
183239,43940,0
183248,20750,0
183257,8880,0
183257,7536,1
183275,28000,0
183488,17324,0
183600,5773,0
183655,7383,0
183655,5883,1
183743,7752,0
183743,7368,1
183789,25438,0
183804,24366,0
183822,30680,0
183859,8505,0
183859,7755,1
183877,5376,0
183877,3816,1
183910,35950,0
183938,2856,0
183974,34890,0
184180,12750,0
184180,8970,1
184205,4260,0
184348,43074,0
184481,7897,0
184603,36423,0
184612,33860,0
184694,38811,0
184773,33838,0
184782,20108,0
184782,10715,1
184791,4260,0
184959,17066,0
184968,15372,0
184995,10560,0
184995,7152,1
185129,23983,0
185129,13384,1
185174,20700,0
185262,18150,0
185262,10758,1
185509,7254,0
185509,4848,1
185536,5472,0
185572,42504,0
185590,21465,0
185590,12755,1
185679,12840,0
185679,6420,1
185721,15227,0
185758,16200,0
185828,31658,0
185828,15198,1
185873,7442,0
185873,5320,1
186034,9300,0
186034,7260,1
186122,19750,0
186131,57410,0
186186,13000,0
186201,25373,0
186201,15363,1
186283,36000,0
186371,30600,0
186371,12900,1
186380,30600,0
186380,12900,1
186399,30600,0
186399,12900,1
186405,8913,0
186423,16571,0
186432,38790,0
186469,9600,0
186469,6930,1
186584,46380,0
186618,32900,0
186645,6096,0
186867,56424,0
186876,20474,0
186876,12740,1
186900,14100,0
187000,16520,0
187046,9556,0
187046,7372,1
187134,26934,0
187134,14140,1
187198,10562,0
187444,23192,0
187444,14192,1
187532,7632,0
187532,1512,1
187596,1752,0
187620,5682,0
187620,2040,1
187639,2904,0
187639,1416,1
187648,6174,0
187648,4194,1
187666,5232,0
187666,2040,1
187745,4926,0
187897,9630,0
187897,4782,1
187903,1800,0
187903,1440,1
187912,8880,0
187912,2000,1
187958,4708,0
187958,1932,1
187967,24918,0
187967,7664,1
187976,5460,0
187976,2096,1
187985,25139,0
187985,6803,1
187994,5400,0
187994,2328,1
188003,3816,0
188003,1776,1
188021,4080,0
188021,2184,1
188030,23407,0
188030,6283,1
188049,5040,0
188049,1788,1
188058,14328,0
188058,5064,1
188100,4272,0
188100,1344,1
188137,4320,0
188137,1830,1
188182,17000,0
188207,18400,0
188216,0,0
188225,4872,0
188225,1872,1
188261,2784,0
188261,1512,1
188304,11400,0
188304,4770,1
188340,26880,0
188429,42085,0
188438,7632,0
188438,5088,1
188517,17706,0
188526,37950,0
188535,54207,0
188580,28992,0
188641,36444,0
188669,13519,0
188678,37575,0
188687,18112,0
188696,21945,0
188854,43960,0
188942,8000,0
189015,44025,0
189088,59800,0
189097,60478,0
189228,25646,0
189273,12000,0
189282,38850,0
189413,12000,0
189501,64628,0
189547,10560,0
189547,5280,1
189565,18316,0
189583,17314,0
189592,17397,0
189705,30180,0
189811,20335,0
189839,9984,0
189839,4992,1
189848,36026,0
189857,8400,0
190008,22500,0
190044,54960,0
190053,5518,0
190071,8120,0
190080,3600,0
190099,63904,0
190114,19338,0
190150,61989,0
190169,10224,0
190169,5112,1
190372,44550,0
190415,62456,0
190424,31806,0
190442,8434,0
190442,5170,1
190451,16328,0
190503,33850,0
190512,14880,0
190512,6930,1
190521,7680,0
190521,4800,1
190530,7680,0
190530,4800,1
190549,14880,0
190549,6930,1
190558,14880,0
190558,6930,1
190567,14880,0
190567,6930,1
190576,14880,0
190576,6930,1
190585,7680,0
190585,4800,1
190594,14880,0
190594,6930,1
190600,14880,0
190600,6930,1
190619,7680,0
190619,4800,1
190628,7680,0
190628,4800,1
190637,14880,0
190637,6930,1
190646,14880,0
190646,6930,1
190655,14880,0
190655,6930,1
190664,14880,0
190664,6930,1
190673,7680,0
190673,4800,1
190682,NULL,0
190691,14880,0
190691,6930,1
190716,29980,0
190725,32090,0
190752,13750,0
190761,31220,0
190840,9200,0
190840,4600,1
190956,10064,0
190983,35270,0
191083,10400,0
191083,5200,1
191126,21692,0
191126,7170,1
191199,6144,0
191199,5112,1
191205,25900,0
191241,56920,0
191302,5184,0
191320,15000,0
191339,5550,0
191339,4950,1
191515,62050,0
191533,50254,0
191597,19245,0
191612,5116,0
191621,27400,0
191630,60350,0
191649,52215,0
191676,15900,0
191719,9600,0
191719,4800,1
191931,42128,0
191959,18000,0
191968,48126,0
191986,10600,0
191986,5300,1
192004,12000,0
192022,5160,0
192040,59702,0
192110,52250,0
192165,11800,0
192192,34691,0
192271,29750,0
192323,36320,0
192448,38684,0
192509,9300,0
192624,12300,0
192688,19000,0
192703,44100,0
192712,51500,0
192749,39660,0
192785,15980,0
192800,8100,0
192819,43900,0
192864,36928,0
192925,33000,0
192961,11456,0
192970,5000,0
193016,20518,0
193052,12500,0
193061,9900,0
193070,12500,0
193201,12888,0
193247,12170,0
193283,7305,0
193283,4870,1
193292,34550,0
193308,15432,0
193326,9512,0
193326,4756,1
193353,36522,0
193380,NULL,0
193399,39500,0
193405,31303,0
193478,11600,0
193478,5800,1
193584,37330,0
193609,17600,0
193654,53105,0
193751,18696,0
193821,25280,0
193830,27521,0
193894,16780,0
193900,55384,0
193946,10080,0
193946,5040,1
193973,35400,0
194028,12452,0
194028,5280,1
194073,NULL,0
194091,39960,0
194116,34500,0
194161,27000,0
194189,12650,0
194222,10380,0
194222,5190,1
194240,11088,0
194240,5544,1
194310,48152,0
194392,32012,0
194499,13000,0
194569,16500,0
194578,55575,0
194657,10800,0
194666,9500,0
194693,15100,0
194718,8300,0
194736,8900,0
194763,10000,0
194824,58600,0
194958,34788,0
195003,52740,0
195030,60550,0
195049,NULL,0
195058,10424,0
195058,5212,1
195128,33851,0
195155,12690,0
195164,37620,0
195173,27188,0
195191,21816,0
195216,61600,0
195234,35104,0
195243,35500,0
195289,11456,0
195304,60700,0
195322,9408,0
195322,4704,1
195438,10000,0
195474,40945,0
195526,61132,0
195544,31760,0
195580,12600,0
195702,28800,0
195702,18100,1
195720,36748,0
195784,16688,0
195809,45760,0
195988,10416,0
195988,5208,1
196006,14150,0
196006,7070,1
196015,14029,0
196015,7070,1
196024,10840,0
196024,7070,1
196033,16980,0
196033,7070,1
196042,16980,0
196042,7070,1
196051,16980,0
196051,7070,1
196060,24910,0
196060,7070,1
196079,24910,0
196079,7070,1
196088,24990,0
196088,7070,1
196097,24990,0
196097,7070,1
196103,19830,0
196103,7070,1
196112,17830,0
196112,7070,1
196121,16980,0
196121,7070,1
196130,16980,0
196130,7070,1
196149,16980,0
196149,7070,1
196158,16980,0
196158,7070,1
196167,16980,0
196167,7070,1
196176,16980,0
196176,7070,1
196185,16980,0
196185,7070,1
196194,16980,0
196194,7070,1
196200,16980,0
196200,7070,1
196219,16980,0
196219,7070,1
196228,11310,0
196237,16980,0
196237,7070,1
196246,16980,0
196246,7070,1
196255,17830,0
196255,7070,1
196264,16980,0
196264,7070,1
196291,16980,0
196291,7070,1
196307,16980,0
196307,7070,1
196389,24000,0
196413,58440,0
196431,11000,0
196440,6150,0
196468,34434,0
196565,11230,0
196565,5462,1
196583,11850,0
196592,18560,0
196653,18890,0
196680,NULL,0
196699,10160,0
196699,5080,1
196866,63603,0
196884,23670,0
197018,14133,0
197027,0,0
197036,NULL,0
197045,23208,0
197133,63840,0
197142,25930,0
197151,46800,0
197197,49460,0
197221,55075,0
197230,32362,0
197285,22113,0
197294,11770,0
197294,4730,1
197531,9900,0
197601,12500,0
197647,12700,0
197674,12750,0
197692,18450,0
197708,45200,0
197735,9440,0
197744,13850,0
197814,7199,0
197814,2113,1
197850,6432,0
197850,1824,1
197869,20246,0
197869,4242,1
197887,8576,0
197887,2432,1
197911,34400,0
197966,8576,0
197966,2432,1
197984,18500,0
197993,16000,0
198011,7504,0
198011,2128,1
198039,8576,0
198039,2432,1
198066,28400,0
198084,8576,0
198084,2432,1
198109,15040,0
198118,8576,0
198118,2432,1
198136,36650,0
198154,8576,0
198154,2432,1
198206,8576,0
198206,2432,1
198215,32868,0
198233,7504,0
198233,2128,1
198251,8576,0
198251,2432,1
198260,8576,0
198260,2432,1
198303,25880,0
198321,8576,0
198321,2432,1
198330,8576,0
198330,2432,1
198367,6432,0
198367,1824,1
198376,7698,0
198376,2054,1
198385,56550,0
198419,60435,0
198455,7312,0
198455,2067,1
198464,20729,0
198464,4452,1
198491,8576,0
198491,2432,1
198507,5000,0
198507,1000,1
198516,41734,0
198534,8576,0
198534,2432,1
198543,5000,0
198543,1000,1
198552,7008,0
198552,1992,1
198561,31220,0
198570,8576,0
198570,2432,1
198598,19520,0
198613,40400,0
198622,7504,0
198622,2128,1
198640,8576,0
198640,2432,1
198668,8576,0
198668,2432,1
198677,7560,0
198695,36636,0
198710,6432,0
198710,1824,1
198729,8576,0
198729,2432,1
198756,17474,0
198774,8576,0
198774,2432,1
198808,26490,0
198817,8576,0
198817,2432,1
198835,43000,0
198862,15917,0
198871,18980,0
198899,36557,0
198905,6432,0
198905,1824,1
198914,8576,0
198914,2432,1
198923,6432,0
198923,1824,1
198950,42540,0
198969,37438,0
198987,8576,0
198987,2432,1
199023,8576,0
199023,2432,1
199032,30250,0
199069,22591,0
199087,8600,0
199087,2600,1
199102,17050,0
199102,3540,1
199111,21470,0
199111,4122,1
199120,35580,0
199120,7019,1
199139,17936,0
199139,3812,1
199148,19581,0
199148,4422,1
199157,16764,0
199157,3728,1
199184,23731,0
199184,6497,1
199193,28276,0
199193,6535,1
199209,33952,0
199218,19063,0
199218,4443,1
199263,6432,0
199263,1824,1
199272,32550,0
199281,5000,0
199281,1000,1
199306,31940,0
199324,8576,0
199324,2432,1
199333,6432,0
199333,1824,1
199412,39030,0
199421,8040,0
199421,2280,1
199449,8576,0
199449,2432,1
199458,16000,0
199467,8576,0
199467,2432,1
199476,8576,0
199476,2432,1
199485,6432,0
199485,1824,1
199494,6432,0
199494,1824,1
199582,10968,0
199607,30500,0
199625,10988,0
199625,3116,1
199634,8742,0
199634,2598,1
199643,11808,0
199698,28600,0
199722,8576,0
199722,2432,1
199731,6968,0
199731,1976,1
199740,9005,0
199740,2554,1
199759,9432,0
199768,8694,0
199768,2550,1
199786,8576,0
199786,2432,1
199795,8448,0
199795,2304,1
199838,6432,0
199838,1824,1
199847,61012,0
199856,8576,0
199856,2432,1
199865,37500,0
199883,20556,0
199892,8576,0
199892,2432,1
199908,8576,0
199908,2432,1
199926,8576,0
199926,2432,1
199953,9648,0
199953,2736,1
199962,40706,0
199971,7600,0
199999,14057,0
199999,3401,1
200004,5000,0
200004,1000,1
200013,10535,0
200022,6251,0
200022,4167,1
200059,9570,0
200059,7470,1
200086,3600,0
200156,23400,0
200192,4249,0
200208,3600,0
200217,18710,0
200226,9775,0
200226,6517,1
200253,7168,0
200280,13856,0
200280,9237,1
200305,5995,0
200305,4996,1
200314,6796,0
200314,4530,1
200332,13963,0
200332,9309,1
200341,4140,0
200466,3600,0
200484,15598,0
200527,1920,0
200554,3220,0
200572,11583,0
200572,6619,1
200590,10302,0
200697,18624,0
200785,11820,0
200800,13170,0
200800,10097,1
200846,6617,0
200873,6400,0
201061,33553,0
201104,23000,0
201140,22000,0
201177,18210,0
201195,36575,0
201283,5860,0
201283,3140,1
201371,34716,0
201432,13626,0
201432,5637,1
201441,18765,0
201441,11272,1
201469,18428,0
201548,39900,0
201645,61040,0
201654,34498,0
201672,7776,0
201672,5016,1
201690,7176,0
201690,5176,1
201751,13080,0
201803,8388,0
201821,15490,0
201867,19975,0
201885,25990,0
201885,10656,1
201928,8568,0
201928,4284,1
201946,12860,0
201946,5628,1
201955,14852,0
201955,6054,1
201964,16247,0
201973,6832,0
201973,3416,1
202046,43380,0
202073,40000,0
202134,17359,0
202134,12144,1
202170,37650,0
202222,10611,0
202222,5188,1
202356,8736,0
202356,4622,1
202435,12600,0
202480,46170,0
202514,34556,0
202523,60000,0
202648,7200,0
202648,3600,1
202763,36236,0
202806,9552,0
202903,6500,0
202912,13605,0
203067,27500,0
203085,32900,0
203128,25500,0
203155,7632,0
203155,3816,1
203289,12330,0
203331,7727,0
203331,4115,1
203368,45490,0
203386,18912,0
203447,15817,0
203447,6902,1
203456,15817,0
203456,6902,1
203465,15817,0
203465,6902,1
203474,15817,0
203474,6902,1
203483,15817,0
203483,6902,1
203492,15817,0
203492,6902,1
203517,20132,0
203517,11218,1
203526,15817,0
203526,6902,1
203535,66240,0
203544,14664,0
203580,33588,0
203599,8555,0
203599,3927,1
203678,8650,0
203678,4440,1
203720,8820,0
203739,8820,0
203748,8128,0
203748,4187,1
203757,25750,0
203775,33595,0
203845,36956,0
203881,10290,0
203881,5700,1
203960,16200,0
203997,29522,0
204006,16869,0
204006,6083,1
204015,16765,0
204015,6045,1
204024,34171,0
204024,13678,1
204176,24356,0
204185,34000,0
204194,23953,0
204200,33750,0
204255,11130,0
204255,5670,1
204264,29900,0
204422,10776,0
204422,5388,1
204440,8848,0
204440,4496,1
204468,31250,0
204477,15328,0
204486,10659,0
204501,61106,0
204617,32780,0
204635,35480,0
204662,32870,0
204662,8633,1
204671,32914,0
204671,8677,1
204680,32914,0
204680,8677,1
204699,32914,0
204699,8677,1
204705,32914,0
204705,8677,1
204796,35782,0
204796,11525,1
204802,8996,0
204802,6004,1
204820,8996,0
204820,6004,1
204839,8996,0
204839,6004,1
204848,8996,0
204848,6004,1
204857,23720,0
204857,13352,1
204866,8996,0
204866,6004,1
204884,12260,0
204893,10758,0
204893,9840,1
204909,49262,0
204936,33824,0
204945,8784,0
204945,4392,1
204990,18000,0
205027,28020,0
205054,14309,0
205090,6109,0
205124,13700,0
205179,15758,0
205203,19600,0
205203,19400,1
205391,29109,0
205443,15686,0
205443,9341,1
205470,7636,0
205470,3889,1
205559,21023,0
205841,6132,0
205841,3036,1
205887,16249,0
205957,30620,0
205966,9738,0
205966,5132,1
206011,9072,0
206011,4536,1
206048,28620,0
206084,18751,0
206084,9391,1
206154,8400,0
206279,16841,0
206288,14220,0
206349,36390,0
206394,21000,0
206437,30610,0
206446,4152,0
206446,4128,1
206491,12020,0
206507,28415,0
206516,15750,0
206525,42260,0
206589,57050,0
206604,19592,0
206604,10174,1
206613,16226,0
206613,6808,1
206622,44770,0
206695,9786,0
206695,9426,1
206817,12000,0
206835,28556,0
206862,27000,0
206914,14445,0
206914,5025,1
206923,7477,0
206923,3000,1
206941,17913,0
206941,7026,1
206996,6258,0
206996,2400,1
207041,15151,0
207041,6001,1
207050,7080,0
207050,3463,1
207069,7211,0
207069,4645,1
207157,11650,0
207209,11956,0
207209,4429,1
207236,9030,0
207236,4830,1
207254,19591,0
207263,15270,0
207263,6285,1
207281,10287,0
207281,3522,1
207290,9120,0
207290,2970,1
207306,11142,0
207306,5448,1
207315,5611,0
207324,24550,0
207342,21985,0
207342,5220,1
207351,4591,0
207351,3840,1
207388,20937,0
207388,5417,1
207397,8904,0
207397,3119,1
207403,29330,0
207449,8776,0
207449,3025,1
207458,28094,0
207500,21488,0
207500,4920,1
207564,10184,0
207564,4574,1
207582,31250,0
207661,12320,0
207661,4536,1
207670,10155,0
207670,3778,1
207722,17820,0
207722,6630,1
207740,9540,0
207740,3210,1
207847,15360,0
207847,6420,1
207856,14768,0
207865,13695,0
207865,6585,1
207935,8197,0
207935,2797,1
207971,45566,0
208035,7168,0
208035,2996,1
208275,7695,0
208275,5130,1
208318,11916,0
208318,5724,1
208390,12150,0
208390,4455,1
208406,12735,0
208406,5265,1
208415,7560,0
208415,3780,1
208646,21533,0
208646,8213,1
208725,14950,0
208822,38860,0
209038,11070,0
209038,4770,1
209056,59250,0
209065,48132,0
209074,12877,0
209074,5540,1
209241,19544,0
209250,8748,0
209250,4320,1
209287,28160,0
209296,11267,0
209409,33000,0
209490,27576,0
209490,15048,1
209506,31836,0
209506,10002,1
209542,31200,0
209542,10425,1
209551,37363,0
209551,11674,1
209603,45000,0
209612,50884,0
209746,9288,0
209746,4428,1
209807,26040,0
209807,8400,1
209825,51352,0
209922,64450,0
209940,5328,0
209940,4320,1
210146,26401,0
210146,9405,1
210155,4646,0
210234,5039,0
210234,4684,1
210270,4719,0
210270,4251,1
210304,19280,0
210331,34699,0
210368,15408,0
210401,45000,0
210429,28710,0
210429,8730,1
210438,10566,0
210492,25140,0
210508,NULL,0
210571,27020,0
210605,10980,0
210605,7320,1
210669,52950,0
210739,41100,0
210775,39100,0
211024,29700,0
211079,15750,0
211079,10500,1
211088,46430,0
211130,13680,0
211273,58000,0
211291,61408,0
211307,11880,0
211307,7920,1
211343,9840,0
211343,6840,1
211352,33650,0
211431,32402,0
211440,59864,0
211468,43043,0
211477,18324,0
211556,40625,0
211583,38950,0
211608,15432,0
211608,7716,1
211893,0,0
211927,11700,0
211927,7800,1
211981,39500,0
212009,60776,0
212045,18200,0
212054,56595,0
212106,45376,0
212115,15432,0
212115,7716,1
212133,35864,0
212197,35050,0
212434,12285,0
212577,65652,0
212601,35620,0
212656,29890,0
212674,61760,0
212771,19648,0
212805,19990,0
212832,36791,0
212869,27840,0
212878,8498,0
212878,7065,1
212911,62850,0
212975,7564,0
212984,31508,0
212993,22225,0
213011,26900,0
213020,13890,0
213020,7716,1
213163,12682,0
213233,17700,0
213251,53256,0
213303,14950,0
213321,39522,0
213349,11864,0
213349,7716,1
213358,31334,0
213367,32640,0
213376,16450,0
213385,58110,0
213400,27760,0
213446,19757,0
213473,11850,0
213507,47240,0
213525,10980,0
213525,7320,1
213543,58970,0
213598,14144,0
213598,8476,1
213622,14190,0
213631,24000,0
213659,12600,0
213659,8200,1
213668,44544,0
213774,18314,0
213826,36430,0
213914,14580,0
213932,12292,0
213987,40530,0
213996,38550,0
214023,11997,0
214041,19290,0
214041,9570,1
214069,34952,0
214111,13320,0
214111,8880,1
214148,46400,0
214157,48569,0
214166,24180,0
214175,57270,0
214272,33900,0
214379,10800,0
214379,7200,1
214476,20400,0
214564,33116,0
214582,12825,0
214591,25854,0
214591,15388,1
214607,27836,0
214625,23086,0
214625,13824,1
214634,22650,0
214634,13568,1
214643,23086,0
214643,13824,1
214652,24318,0
214652,14624,1
214670,24318,0
214670,14624,1
214689,25854,0
214689,15388,1
214698,23086,0
214698,13824,1
214704,25854,0
214704,15388,1
214713,25854,0
214713,15388,1
214731,24318,0
214731,14624,1
214740,23086,0
214740,13824,1
214759,23086,0
214759,13824,1
214768,24318,0
214768,14624,1
214777,38102,0
214777,19286,1
214786,23086,0
214786,13824,1
214795,23086,0
214795,13824,1
214801,24586,0
214801,14684,1
214810,24318,0
214810,14624,1
214829,24318,0
214829,14624,1
214883,14400,0
214892,11175,0
214971,40500,0
215053,27750,0
215062,56212,0
215105,50950,0
215114,31255,0
215123,27327,0
215239,11448,0
215239,7632,1
215266,25534,0
215266,13660,1
215275,25534,0
215275,13660,1
215284,25534,0
215284,13660,1
215293,36000,0
215293,19760,1
215309,21860,0
215309,11568,1
215381,16995,0
215415,15174,0
215424,12690,0
215442,34880,0
215479,12444,0
215585,9810,0
215585,8700,1
215594,11356,0
215619,28000,0
215637,19650,0
215655,32390,0
215682,14933,0
215691,19890,0
215743,39820,0
215770,49410,0
215798,38814,0
215813,32978,0
215929,49912,0
215947,39674,0
215974,14190,0
215983,17994,0
215992,10680,0
216010,10048,0
216010,9570,1
216038,11574,0
216038,7716,1
216047,22618,0
216083,19332,0
216162,11538,0
216278,54440,0
216287,58928,0
216296,8400,0
216311,10175,0
216339,34679,0
216339,20173,1
216348,12750,0
216357,33620,0
216366,43100,0
216436,17895,0
216445,17892,0
216454,17892,0
216463,13800,0
216524,58016,0
216542,22400,0
216551,30975,0
216597,60768,0
216630,11223,0
216667,49612,0
216694,27300,0
216764,19290,0
216764,7716,1
216773,9216,0
216782,15612,0
216807,38000,0
216816,20100,0
216825,12420,0
216825,8280,1
216852,50624,0
216931,39134,0
216940,31500,0
217013,25200,0
217040,10000,0
217059,21070,0
217156,62680,0
217165,48432,0
217235,37896,0
217305,32100,0
217402,56980,0
217420,25014,0
217420,9481,1
217475,13086,0
