u_id,tuition,in_state
217475,4624,1
217484,32068,0
217484,13586,1
217493,56435,0
217518,41068,0
217536,45250,0
217606,12750,0
217615,6408,0
217615,4896,1
217624,12540,0
217633,30860,0
217688,29490,0
217712,10680,0
217712,5736,1
217721,15338,0
217749,19121,0
217776,26520,0
217819,35338,0
217819,12518,1
217837,5088,0
217864,30857,0
217864,8356,1
217873,16476,0
217882,38062,0
217882,14118,1
217891,10416,0
217907,30864,0
217925,25620,0
217934,17926,0
217961,21060,0
217989,11252,0
217989,5626,1
217998,34435,0
218025,6576,0
218025,4704,1
218061,20768,0
218061,10384,1
218070,55392,0
218113,9840,0
218113,5520,1
218140,8325,0
218140,5088,1
218229,20300,0
218229,10700,1
218238,25200,0
218335,28184,0
218335,15622,1
218353,13536,0
218353,5640,1
218399,14198,0
218414,26350,0
218441,23590,0
218487,7800,0
218487,5784,1
218520,6348,0
218520,5070,1
218539,38990,0
218645,20856,0
218645,10398,1
218654,21390,0
218654,10344,1
218663,33528,0
218663,12288,1
218672,17838,0
218672,7158,1
218681,17838,0
218681,7158,1
218690,17838,0
218690,7158,1
218706,17838,0
218706,7158,1
218724,28310,0
218724,11460,1
218733,20218,0
218733,9528,1
218742,22710,0
218742,11208,1
218751,NULL,0
218821,16200,0
218830,9672,0
218830,5880,1
218858,8776,0
218858,6354,1
218885,10640,0
218885,5744,1
218894,8571,0
218894,5024,1
218919,11630,0
218955,8400,0
218955,4608,1
218964,29636,0
218964,15306,1
218973,49760,0
218991,9720,0
218991,4776,1
219000,36332,0
219046,10718,0
219046,7616,1
219082,10718,0
219082,7616,1
219091,30700,0
219143,3720,0
219170,2600,0
219189,4092,0
219198,28900,0
219204,15390,0
219240,3600,0
219259,10718,0
219259,7616,1
219277,2016,0
219295,22385,0
219338,2000,0
219347,12240,0
219347,7820,1
219356,11283,0
219356,7773,1
219374,4200,0
219383,19940,0
219408,3840,0
219426,3720,0
219471,11283,0
219471,7773,1
219480,3472,0
219505,11160,0
219602,12360,0
219602,6816,1
219639,11568,0
219709,38000,0
219718,16222,0
219790,17300,0
219806,31300,0
219824,16920,0
219824,4104,1
219833,35520,0
219842,2400,0
219879,16920,0
219879,4104,1
219888,16920,0
219888,4140,1
219949,25200,0
219976,34304,0
220002,22225,0
220057,16920,0
220057,4104,1
220075,10788,0
220075,7486,1
220118,10665,0
220181,21600,0
220206,20170,0
220215,24300,0
220400,13458,0
220400,4104,1
220464,10675,0
220473,17384,0
220516,31942,0
220552,16450,0
220598,9270,0
220604,10776,0
220613,21000,0
220631,24720,0
220701,9000,0
220710,36880,0
220792,27570,0
220862,12576,0
220862,8352,1
220871,19200,0
220978,26376,0
220978,7344,1
220996,NULL,0
221096,16920,0
221096,4104,1
221184,16920,0
221184,4104,1
221351,52000,0
221397,17230,0
221397,4414,1
221485,16920,0
221485,4104,1
221519,50863,0
221643,16920,0
221643,4104,1
221661,22980,0
221670,NULL,0
221731,26100,0
221740,24110,0
221740,7992,1
221759,29522,0
221759,11332,1
221768,14418,0
221768,8378,1
221838,20484,0
221838,7128,1
221847,18552,0
221847,8520,1
221892,27300,0
221908,16920,0
221908,4104,1
221953,26558,0
221971,18313,0
221999,58130,0
222053,16920,0
222053,4104,1
222062,16920,0
222062,4104,1
222105,8460,0
222178,40300,0
222567,3432,0
222567,2256,1
222576,2664,0
222576,1128,1
222628,8550,0
222822,4860,0
222822,3450,1
222831,14287,0
222831,4495,1
222877,14363,0
222938,20700,0
222983,44027,0
222992,10050,0
222992,2010,1
223001,15000,0
223083,13422,0
223117,8550,0
223223,24891,0
223232,51738,0
223320,4410,0
223320,3960,1
223427,8310,0
223427,3600,1
223463,23365,0
223472,13960,0
223506,4063,0
223506,2629,1
223816,7500,0
223816,3720,1
223898,5310,0
223922,2760,0
223922,1800,1
224004,34700,0
224110,4944,0
224110,2760,1
224147,15299,0
224147,4913,1
224226,33810,0
224244,19520,0
224271,12394,0
224305,18439,0
224323,44630,0
224350,3240,0
224350,2130,1
224527,27450,0
224545,18819,0
224545,6090,1
224554,17030,0
224554,4790,1
224615,6000,0
224615,4050,1
224642,4824,0
224642,2784,1
224712,16930,0
224776,20700,0
224891,2940,0
224891,2670,1
224961,4680,0
224961,2220,1
225070,4320,0
225070,2760,1
225247,30694,0
225308,4500,0
225308,1170,1
225371,3328,0
225371,2328,1
225399,34250,0
225414,19320,0
225414,6024,1
225423,3624,0
225423,2904,1
225432,15810,0
225432,5994,1
225502,14903,0
225502,5111,1
225511,20877,0
225511,8685,1
225520,5770,0
225520,4320,1
225548,27850,0
225575,12569,0
225627,32440,0
225876,5040,0
225885,10400,0
225991,16200,0
226019,4368,0
226019,3168,1
226091,16020,0
226091,6228,1
226107,12912,0
226107,1920,1
226116,7320,0
226116,1200,1
226134,3648,0
226134,2400,1
226152,13634,0
226152,3818,1
226204,3552,0
226204,3132,1
226231,33670,0
226383,25900,0
226408,3450,0
226408,2550,1
226471,27440,0
226578,5430,0
226578,3720,1
226587,29972,0
226806,4980,0
226806,3750,1
226833,7827,0
226833,5877,1
226879,17120,0
227146,3480,0
227146,1620,1
227182,6456,0
227182,5136,1
227216,18087,0
227216,8295,1
227225,4680,0
227225,3240,1
227289,22120,0
227304,4014,0
227304,3120,1
227331,30200,0
227368,17649,0
227368,7857,1
227377,3000,0
227377,1800,1
227386,792,0
227401,4770,0
227401,3270,1
227429,7398,0
227526,22590,0
227526,7387,1
227687,5700,0
227687,3600,1
227748,16520,0
227757,54100,0
227845,49886,0
227854,13980,0
227854,6450,1
227863,31724,0
227881,15648,0
227881,5856,1
227924,13980,0
227924,6450,1
227979,5040,0
227979,3240,1
228042,35614,0
228149,34154,0
228158,2952,0
228158,2568,1
228194,NULL,0
228246,55012,0
228316,4848,0
228316,3024,1
228325,16822,0
228343,48450,0
228431,20082,0
228431,7842,1
228459,20030,0
228459,8606,1
228468,23400,0
228486,10070,0
228501,15211,0
228501,5419,1
228529,14208,0
228529,4416,1
228547,8235,0
228547,3402,1
228608,2832,0
228608,1848,1
228635,6696,0
228644,20003,0
228644,6419,1
228653,20994,0
228653,7494,1
228699,1920,0
228699,1704,1
228705,18133,0
228705,5137,1
228723,36239,0
228723,8815,1
228769,26778,0
228769,9206,1
228778,41070,0
228778,11698,1
228787,39776,0
228787,14564,1
228796,23112,0
228796,7704,1
228802,21570,0
228802,7020,1
228866,NULL,0
228875,53890,0
228884,8208,0
228909,26600,0
228909,8750,1
228981,33330,0
229018,18817,0
229018,6577,1
229027,18487,0
229027,6233,1
229063,19677,0
229063,6941,1
229115,21204,0
229115,8935,1
229160,31390,0
229179,15408,0
229179,5616,1
229267,48648,0
229300,34020,0
229300,8841,1
229337,18690,0
229337,6450,1
229355,2784,0
229355,2208,1
229504,3840,0
229504,2400,1
229540,3720,0
229540,2664,1
229780,20942,0
229799,7860,0
229799,5550,1
229814,8267,0
229814,6372,1
229832,4230,0
229832,3270,1
229841,2016,0
229841,768,1
229887,12500,0
230038,6304,0
230047,6250,0
230056,14220,0
230171,16834,0
230171,5266,1
230366,17112,0
230418,3766,0
230597,13746,0
230597,3796,1
230603,19822,0
230603,6006,1
230728,23305,0
230728,7387,1
230737,17174,0
230737,5614,1
230746,13222,0
230746,3778,1
230764,28697,0
230764,8175,1
230782,16164,0
230782,5471,1
230807,39312,0
230816,60648,0
230834,28800,0
230834,11832,1
230852,43800,0
230861,13440,0
230861,6720,1
230889,18212,0
230913,25680,0
230913,11592,1
230959,62000,0
230995,42860,0
231059,47640,0
231068,18796,0
231095,39000,0
231147,42000,0
231165,28128,0
231165,14172,1
231174,41280,0
231174,16280,1
231411,13200,0
231420,37640,0
231536,9918,0
231536,4620,1
231554,27600,0
231581,38800,0
231624,40089,0
231624,17434,1
231651,18080,0
231697,9918,0
231697,4620,1
231712,22213,0
231712,9375,1
231785,16724,0
231873,9918,0
231873,4620,1
231882,9918,0
231882,4620,1
231970,23882,0
232016,16500,0
232025,34500,0
232043,40590,0
232052,9918,0
232052,4620,1
232089,37400,0
232186,33960,0
232186,9795,1
232195,9948,0
232195,4650,1
232256,48188,0
232265,26198,0
232308,40350,0
232414,10041,0
232414,4743,1
232423,24744,0
232423,7684,1
232450,9948,0
232450,4650,1
232557,15467,0
232566,20600,0
232566,8420,1
232575,9918,0
232575,4620,1
232609,34500,0
232618,11480,0
232672,31611,0
232681,25858,0
232681,8938,1
232706,35950,0
232724,22899,0
232788,9918,0
232788,4620,1
232797,10856,0
232867,9918,0
232867,4620,1
232885,400,0
232919,16200,0
232937,16920,0
232937,5752,1
232946,10790,0
232946,5412,1
232982,26664,0
232982,7239,1
233019,9918,0
233019,4620,1
233037,9918,0
233037,4620,1
233082,5970,0
233116,9948,0
233116,4650,1
233277,20246,0
233277,8156,1
233295,44930,0
233301,27270,0
233310,9918,0
233310,4620,1
233329,15754,0
233338,11820,0
233338,6030,1
233356,12600,0
233374,60330,0
233408,12280,0
233426,33510,0
233480,5578,0
233541,33790,0
233602,9790,0
233611,18858,0
233639,9918,0
233639,4620,1
233648,9918,0
233648,4620,1
233684,13320,0
233718,22620,0
233754,9978,0
233754,4680,1
233772,9978,0
233772,4680,1
233842,13500,0
233897,25419,0
233897,6040,1
233903,9918,0
233903,4620,1
233921,31754,0
233921,12104,1
233949,9978,0
233949,4680,1
234030,33728,0
234030,12472,1
234076,53325,0
234076,18059,1
234085,39590,0
234085,9782,1
234137,8200,0
234155,16542,0
234155,5540,1
234164,10530,0
234173,36010,0
234207,60590,0
234377,9918,0
234377,4620,1
234669,9607,0
234669,3928,1
234696,3881,0
234696,3102,1
234711,4948,0
234711,4458,1
234827,23881,0
234827,6816,1
234845,4948,0
234845,4458,1
234915,13558,0
234933,9807,0
234933,4203,1
234951,5277,0
234979,7098,0
234979,5319,1
235024,35314,0
235097,25464,0
235097,7104,1
235103,9390,0
235103,3952,1
235149,9576,0
235149,3897,1
235167,28905,0
235167,7596,1
235237,4290,0
235237,3927,1
235316,49800,0
235334,9607,0
235334,3928,1
235343,4410,0
235343,3928,1
235422,19500,0
235431,3527,0
235547,28950,0
235671,9733,0
235671,3984,1
235699,8299,0
235699,3102,1
235750,5119,0
235750,3866,1
236072,4947,0
236072,4458,1
236133,34500,0
236188,9465,0
236188,4197,1
236230,49472,0
236258,4407,0
236258,3927,1
236328,57330,0
236382,4350,0
236382,3882,1
236452,41660,0
236504,4947,0
236504,4458,1
236513,4947,0
236513,4458,1
236577,36504,0
236595,50328,0
236610,6708,0
236610,3882,1
236638,7057,0
236638,3917,1
236656,10207,0
236656,4458,1
236692,3970,0
236692,3102,1
236708,3970,0
236708,3102,1
236753,10206,0
236753,4458,1
236887,6306,0
236887,4965,1
236896,30672,0
236939,26392,0
236939,10708,1
236948,39687,0
236948,11189,1
236975,4948,0
236975,4458,1
237011,25666,0
237011,7760,1
237039,8786,0
237039,3527,1
237057,58200,0
237066,47700,0
237109,4948,0
237109,4458,1
237118,31200,0
237136,15220,0
237181,30720,0
237215,16030,0
237215,8840,1
237312,21000,0
237330,18780,0
237330,8540,1
237358,29880,0
237367,15638,0
237367,6022,1
237385,9704,0
237385,8044,1
237437,10050,0
237525,18244,0
237525,7190,1
237598,8550,0
237686,9024,0
237686,4032,1
237701,12120,0
237701,4752,1
237783,12750,0
237792,15774,0
237792,6288,1
237817,6576,0
237817,4056,1
237880,NULL,0
237899,14544,0
237899,8856,1
237932,17100,0
237932,8716,1
237950,19584,0
237950,7848,1
237969,31698,0
237987,12795,0
237996,12411,0
238014,11568,0
238014,3600,1
238032,26568,0
238032,9360,1
238078,29090,0
238193,31008,0
238263,6509,0
238263,4304,1
238324,21050,0
238333,55810,0
238397,6455,0
238397,4304,1
238430,34744,0
238458,35360,0
238476,34500,0
238616,32770,0
238661,33550,0
238722,6455,0
238722,4304,1
238759,6455,0
238759,4304,1
238980,30400,0
239008,6068,0
239008,4045,1
239017,53667,0
239071,17560,0
239080,29520,0
239105,45860,0
239169,30000,0
239220,6269,0
239220,4179,1
239248,6455,0
239248,4304,1
239309,39380,0
239318,44601,0
239372,6455,0
239372,4303,1
239390,32700,0
239424,16500,0
239442,6455,0
239442,4304,1
239460,5164,0
239460,3443,1
239488,6455,0
239488,4304,1
239512,39719,0
239628,49300,0
239637,12096,0
239716,42304,0
239910,6450,0
239910,4290,1
240107,30400,0
240116,6455,0
240116,4304,1
240125,6455,0
240125,4304,1
240170,6450,0
240170,4298,1
240189,15694,0
240189,6519,1
240198,6624,0
240198,4570,1
240213,43700,0
240268,16074,0
240268,7361,1
240277,14516,0
240277,6298,1
240329,16404,0
240329,7585,1
240338,33210,0
240365,13995,0
240365,6422,1
240374,14568,0
240374,6298,1
240392,11820,0
240417,15281,0
240417,7014,1
240426,14108,0
240426,6535,1
240444,37904,0
240444,9273,1
240453,19956,0
240453,8091,1
240462,15356,0
240462,6418,1
240471,14421,0
240471,6428,1
240480,15402,0
240480,6698,1
240505,7560,0
240505,2520,1
240514,9450,0
240514,3150,1
240596,9450,0
240596,3150,1
240620,9450,0
240620,3150,1
240657,9450,0
240657,3150,1
240666,9450,0
240666,3150,1
240693,7560,0
240693,2520,1
240727,15960,0
240727,3840,1
240736,4800,0
240736,4500,1
240745,4320,0
240745,3120,1
240754,10608,0
240754,5304,1
240790,4560,0
240790,3078,1
241100,5400,0
241128,5400,0
241146,5400,0
241191,6500,0
241216,5520,0
241225,4524,0
241304,7830,0
241331,6006,0
241377,4478,0
241386,4778,0
241395,5160,0
241410,5160,0
241517,12300,0
241614,5760,0
241720,2040,0
241739,4920,0
241766,2520,0
241793,3600,0
241836,11100,0
241836,5400,1
241951,6700,0
241951,3700,1
242042,1500,0
242112,7820,0
242121,5292,0
242130,7380,0
242149,7380,0
242556,1500,0
242583,3607,0
242617,4848,0
242626,4848,0
242635,4848,0
242644,4848,0
242653,4848,0
242662,4848,0
242680,4848,0
242699,4848,0
242705,4848,0
242723,15600,0
242972,8160,0
242972,6448,1
243081,23278,0
243106,5024,0
243115,5024,0
243133,5954,0
243142,7536,0
243151,5024,0
243179,5024,0
243188,5024,0
243197,5024,0
243203,5652,0
243212,5024,0
243221,5024,0
243346,4920,0
243443,4920,0
243498,4515,0
243568,5405,0
243568,5400,1
243577,8172,0
243586,5160,0
243601,4920,0
243638,4350,0
243647,3360,0
243647,3120,1
243665,13892,0
243665,4631,1
243744,57693,0
243780,28520,0
243780,9718,1
243823,24840,0
243832,11100,0
243832,5400,1
243841,7380,0
244233,18240,0
244437,8632,0
244437,2280,1
244446,4800,0
244446,2400,1
245625,5700,0
245625,5100,1
245652,36040,0
245777,8600,0
245838,16050,0
245847,17820,0
245865,25872,0
245883,19260,0
245892,16164,0
245953,17568,0
246345,9630,0
246354,13980,0
246354,6450,1
246789,13560,0
246813,4800,0
246813,2400,1
247065,12780,0
247153,29280,0
247162,12480,0
247603,6720,0
247603,5040,1
247649,62720,0
247773,8500,0
247834,5550,0
247834,3450,1
247940,15288,0
247940,4368,1
248934,17424,0
249609,13348,0
250027,10680,0
250285,16520,0
250744,29280,0
251260,7500,0
251260,3750,1
251312,15300,0
260372,6000,0
260789,14519,0
260813,17920,0
260992,18280,0
261861,12189,0
262022,NULL,0
262031,6660,0
262031,5010,1
262086,12000,0
262129,27159,0
262129,5227,1
262165,9440,0
363633,2832,0
363633,1488,1
363712,8500,0
363907,4478,0
363916,4776,0
363934,17958,0
364016,7824,0
364016,2040,1
364025,7824,0
364025,2040,1
366003,7080,0
366252,23190,0
366252,15450,1
366261,15213,0
366340,1820,0
366368,42896,0
366395,10940,0
366395,5470,1
366401,8112,0
366401,1104,1
366465,4800,0
366465,2400,1
366535,20393,0
366553,14184,0
366571,4125,0
366605,26997,0
366711,17622,0
366711,5742,1
367103,10560,0
367361,10680,0
367459,3936,0
367459,3480,1
367884,15000,0
367954,26341,0
368443,20110,0
368452,18900,0
368911,4800,0
368911,2400,1
369002,NULL,0
369455,23800,0
369516,14494,0
369659,27048,0
372329,14760,0
372921,15372,0
374024,11790,0
375230,10500,0
375416,16155,0
376224,12300,0
376330,11376,0
376695,5050,0
376695,4410,1
377111,19258,0
377449,16500,0
377458,16500,0
377546,18000,0
377555,39687,0
377555,11189,1
377564,39687,0
377564,11189,1
378576,9898,0
380359,2660,0
380368,5418,0
380377,3564,0
380438,17112,0
381352,19800,0
381459,9450,0
381732,10800,0
382911,13740,0
382911,4320,1
382957,14070,0
383020,18096,0
383190,8280,0
383190,3144,1
383996,2544,0
383996,1704,1
384254,46420,0
384306,13786,0
384333,7824,0
384333,2040,1
384342,14490,0
384342,9660,1
384412,5760,0
384421,12450,0
385415,50000,0
385503,15647,0
385619,19200,0
386153,10800,0
386472,11820,0
388520,9000,0
388520,7200,1
392354,8000,0
395362,9072,0
395362,1104,1
399212,8712,0
399212,1104,1
399869,16590,0
399911,33218,0
400558,6600,0
401223,6480,0
401250,16012,0
403469,10928,0
403469,8902,1
403478,10928,0
403478,8902,1
403487,10928,0
403487,8902,1
404222,4086,0
404338,13680,0
404426,9492,0
404426,3254,1
404994,13680,0
405058,11700,0
405854,22500,0
405872,7104,0
405872,5496,1
406547,18240,0
407610,5088,0
407629,14640,0
408729,10680,0
408844,14400,0
409254,19988,0
409315,7500,0
409315,2610,1
409616,17586,0
409698,17622,0
409698,5742,1
411754,9540,0
412599,19964,0
413413,14328,0
413617,6000,0
413626,3888,0
414461,10224,0
414595,10343,0
414878,9576,0
414911,10470,0
414911,6870,1
414966,11520,0
416801,22069,0
416801,4933,1
417327,18240,0
417734,11124,0
417752,9480,0
417886,18481,0
417910,19000,0
418126,14040,0
418223,14000,0
418782,8200,0
419031,4200,0
419183,9820,0
419341,14500,0
419703,8200,0
419712,8200,0
419721,8200,0
420024,16500,0
420042,9552,0
420246,33421,0
420325,8600,0
420398,13980,0
420398,6450,1
420431,4800,0
420431,2400,1
420440,5760,0
420440,2880,1
420538,4080,0
420538,2472,1
420556,8748,0
420556,4212,1
420705,533,0
420723,4536,0
420723,3816,1
421708,22720,0
421832,15324,0
421841,35400,0
421878,17096,0
423643,50281,0
423652,4356,0
425986,15584,0
426314,11160,0
427973,16520,0
427982,16500,0
428000,19400,0
428170,21524,0
428259,11976,0
428392,6804,0
428392,3996,1
429085,16020,0
429094,17966,0
429128,7104,0
430184,13320,0
430670,11531,0
430670,5535,1
430704,19114,0
430883,12075,0
430935,6195,0
431600,14190,0
431983,11000,0
432348,NULL,0
432384,14519,0
432524,27780,0
433004,21420,0
433174,14549,0
433387,7404,0
433420,15030,0
433536,11820,0
433660,22328,0
433660,4191,1
434016,4050,0
434061,3335,0
434432,15590,0
434441,19660,0
434539,16305,0
434584,4920,0
434672,8928,0
434672,5784,1
434751,4080,0
434900,7080,0
434937,10200,0
435000,19863,0
435000,8992,1
436261,26997,0
436304,3335,0
436553,8000,0
436599,20520,0
436614,13200,0
436818,38340,0
436818,15672,1
436827,38340,0
436827,15672,1
436836,38340,0
436836,15672,1
437097,9360,0
437103,3237,0
437750,14960,0
438586,12607,0
438708,8520,0
438708,3840,1
438735,16520,0
439020,18096,0
439190,10206,0
439190,4458,1
439394,14467,0
439446,18000,0
439455,17850,0
439701,11640,0
439738,15748,0
439783,15525,0
439792,13852,0
439817,9615,0
439862,6216,0
439899,9000,0
439914,27600,0
439969,10800,0
440004,16680,0
440031,39377,0
440059,16520,0
440271,14968,0
440396,14500,0
440402,3864,0
440402,2400,1
440651,6080,0
440749,6000,0
440776,10560,0
440794,22968,0
440819,19400,0
440828,31200,0
440828,10065,1
440916,NULL,0
441070,1560,0
441104,19980,0
441131,14484,0
441229,17985,0
441238,0,0
441487,14200,0
441496,16520,0
441609,15775,0
441636,13057,0
441690,3720,0
441706,7050,0
441760,11712,0
441760,1920,1
441788,16520,0
441900,19289,0
441900,5550,1
441937,17622,0
441937,5742,1
441982,57280,0
442064,21543,0
442295,NULL,0
442356,30408,0
442383,12877,0
442435,10800,0
442523,8500,0
442569,7080,0
442639,8640,0
442781,822,0
442806,NULL,0
442842,6660,0
443049,8100,0
443058,6690,0
443076,19600,0
443261,21524,0
443331,34742,0
443340,14580,0
443377,17892,0
443410,35700,0
443492,10670,0
443492,3912,1
443562,6480,0
443599,8928,0
443696,10560,0
443702,21000,0
443748,15060,0
443766,13320,0
443784,13320,0
444103,13050,0
444130,11064,0
444194,7795,0
444219,9480,0
444219,0,1
444255,22851,0
444398,6048,0
444413,11200,0
444565,12600,0
444583,13630,0
444671,7380,0
444699,14850,0
444778,10970,0
444866,21524,0
444954,12004,0
444954,4818,1
445027,11762,0
445133,14065,0
445188,41636,0
445188,11564,1
445203,19518,0
445249,21147,0
445267,6480,0
445461,15230,0
445692,24630,0
445708,37896,0
445735,38800,0
445744,15764,0
445762,16520,0
445869,24405,0
446002,15600,0
446039,19931,0
446048,25168,0
446109,15250,0
446127,13500,0
446163,8910,0
446224,19673,0
446233,15750,0
446251,8950,0
446349,7000,0
446385,24450,0
446516,6600,0
446525,15145,0
446598,11422,0
446604,14500,0
446640,23900,0
446774,410,0
446774,408,1
447050,5600,0
447263,21123,0
447421,17112,0
447458,15630,0
447582,7608,0
447582,4820,1
447689,12000,0
447689,3214,1
447698,17676,0
447801,17098,0
447847,8325,0
447935,13040,0
447953,9600,0
448594,10110,0
448594,1380,1
448600,16249,0
448673,12210,0
448691,18670,0
448859,17892,0
449038,13320,0
449083,11952,0
449092,11952,0
449135,7080,0
449339,6840,0
449348,4440,0
449384,30240,0
449481,11800,0
449524,12585,0
449612,15500,0
449658,7800,0
449700,17922,0
449728,12420,0
449764,20000,0
449834,8400,0
449870,12912,0
449889,5160,0
449898,15300,0
449922,NULL,0
450058,15430,0
450067,15390,0
450298,13320,0
450304,18000,0
450377,13320,0
450571,11365,0
450933,5880,0
451079,50000,0
451352,21524,0
451370,11200,0
451398,12600,0
451404,12600,0
451510,43700,0
451556,14000,0
451741,12300,0
451750,18690,0
451820,20700,0
451857,13401,0
451866,23477,0
451927,28400,0
452106,3600,0
452124,15817,0
452373,13040,0
453163,13320,0
453215,13320,0
454184,21000,0
454227,19117,0
454236,18900,0
454245,19572,0
454458,14580,0
454582,11976,0
454616,15660,0
454689,3600,0
454829,5700,0
454838,18068,0
454856,10759,0
454865,15230,0
455099,7200,0
455114,7344,0
455114,3400,1
455178,19500,0
455257,10600,0
455406,38540,0
455433,23454,0
455479,14608,0
455512,6360,0
455512,1104,1
455628,14741,0
455664,11784,0
455707,18100,0
455770,33034,0
455804,31200,0
455813,19375,0
455974,11200,0
455992,25932,0
456454,16052,0
456481,12852,0
456490,12870,0
456542,34320,0
456621,13320,0
456959,12808,0
456977,11952,0
457129,18900,0
457226,9540,0
457271,26830,0
457350,NULL,0
457402,7200,0
457411,16520,0
457484,11880,0
457697,6000,0
457925,11750,0
458034,10743,0
458113,7200,0
458140,16800,0
458210,21646,0
458229,34742,0
458496,20700,0
458681,14184,0
458885,13320,0
458919,13320,0
458955,13320,0
458964,13320,0
458973,13320,0
458982,20700,0
459259,15300,0
459268,15300,0
459310,17813,0
459417,15470,0
459727,14440,0
459736,31145,0
459745,23454,0
459824,10080,0
459842,11820,0
459851,11820,0
459949,18364,0
459949,4887,1
459994,13320,0
460020,14574,0
460349,13365,0
460376,10128,0
460385,16100,0
460394,11340,0
460394,1380,1
460464,10080,0
460464,1380,1
460482,29280,0
460677,7380,0
460756,25387,0
460871,19572,0
461014,14448,0
461023,7800,0
461032,5976,0
461120,6000,0
461139,13260,0
461148,33017,0
461281,10320,0
461315,3840,0
461485,6660,0
461528,6300,0
461643,9993,0
461759,16008,0
461795,11700,0
461847,11060,0
461883,11352,0
461953,15669,0
462044,47600,0
462354,27000,0
463056,38340,0
463056,15672,1
464226,29600,0
466921,18900,0
466930,19236,0
469416,7080,0
474863,11400,0
475033,NULL,0
475121,15300,0
475200,13440,0
475228,NULL,0
475273,18540,0
475398,7680,0
475422,10900,0
475477,16305,0
475495,17994,0
475565,7680,0
475565,4800,1
475608,12480,0
475635,23220,0
475732,19572,0
475741,18900,0
475839,12240,0
476355,19400,0
476601,13100,0
476692,11350,0
476717,12200,0
476975,8400,0
477039,16240,0
477233,15766,0
479956,15054,0
480073,15300,0
480091,15146,0
480198,12480,0
480204,14519,0
480569,12240,0
480657,12043,0
480781,9744,0
480790,30924,0
480967,6600,0
480985,7460,0
481030,9600,0
481058,3240,0
481094,56340,0
481155,12720,0
481207,14400,0
481225,9228,0
481401,6240,0
481410,11800,0
481438,12500,0
481535,NULL,0
481720,19260,0
482149,22270,0
482149,6892,1
482158,11616,0
482158,3144,1
482185,23450,0
482228,7176,0
482255,16520,0
482413,14392,0
482422,14392,0
482431,14392,0
482440,14392,0
482459,14392,0
482468,14392,0
482477,14392,0
482538,14392,0
482547,14392,0
482556,14392,0
482565,14392,0
482574,14392,0
482608,14392,0
482617,14392,0
482635,14392,0
482653,14392,0
482680,14876,0
482680,4197,1
482699,8632,0
482699,2280,1
482705,45989,0
482936,3152,0
482990,18309,0
483018,35949,0
483036,16385,0
483036,6593,1
483045,4800,0
483045,2400,1
483124,13248,0
483124,10978,1
483212,3214,0
483504,20400,0
483595,12330,0
483647,16730,0
483975,NULL,0
484473,15000,0
484473,3358,1
484613,9552,0
484631,9552,0
484710,9552,0
484756,9552,0
484844,17562,0
484862,6960,0
484871,9000,0
484905,20080,0
484905,7840,1
484932,11148,0
484932,4682,1
485111,6705,0
485272,22816,0
485403,20000,0
485458,4294,0
485458,2147,1
485519,14985,0
485546,7884,0
485698,19872,0
485768,10800,0
485856,16500,0
485999,10500,0
486017,8950,0
486026,10500,0
486053,6944,0
486080,1,0
486123,20790,0
486196,11400,0
486239,10200,0
486257,7992,0
486284,16110,0
486354,8787,0
486424,19080,0
486433,32280,0
486460,11229,0
486488,22700,0
486558,16520,0
486576,7196,0
486840,15704,0
486840,4450,1
486901,35950,0
486938,18900,0
486947,19572,0
486956,19572,0
486965,41201,0
487010,20425,0
487010,9696,1
487092,57120,0
487162,4800,0
487162,2400,1
487302,14732,0
487311,14547,0
487320,11094,0
487320,6969,1
487375,20373,0
487524,20150,0
487603,12210,0
487658,23450,0
487746,8250,0
487861,16131,0
487995,9600,0
488004,11000,0
488031,6000,0
488059,16320,0
488068,7632,0
488077,10560,0
488101,11500,0
488305,10105,0
488314,11760,0
488350,9720,0
488387,13200,0
488448,33000,0
488527,32000,0
488554,NULL,0
488563,14040,0
488572,NULL,0
488679,8632,0
488721,1800,0
488730,13980,0
488730,6450,1
488776,17067,0
488785,27000,0
488800,5746,0
488846,0,0
488907,6480,0
489201,8664,0
489201,1104,1
489256,12500,0
489335,19800,0
489344,19572,0
489353,20300,0
489779,13356,0
489779,10080,1
489858,29408,0
489937,12600,0
490045,8206,0
490054,18408,0
490063,7115,0
490081,6000,0
490106,9040,0
490124,31518,0
490133,17400,0
490203,19750,0
490230,4800,0
490276,14000,0
490285,14640,0
490319,9800,0
490328,11050,0
490346,13920,0
490373,26400,0
490504,9980,0
490513,11750,0
490601,NULL,0
490805,13713,0
490805,7038,1
490878,14519,0
490975,15456,0
491057,12300,0
491190,11784,0
491288,6750,0
491297,6750,0
491446,8950,0
491525,5760,0
491570,28050,0
491613,9550,0
491622,12000,0
491631,8760,0
491640,9400,0
491710,8550,0
491765,9600,0
491808,21632,0
491817,11750,0
491844,5790,0
491914,9400,0
492023,18750,0
492069,6840,0
492306,NULL,0
492315,NULL,0
492324,NULL,0
492476,11100,0
492476,5400,1
492607,11784,0
492689,20295,0
492689,6831,1
492704,33534,0
492759,18900,0
492801,7680,0
492962,10224,0
493363,9600,0
493479,19476,0
493488,19375,0
493512,10320,0
493521,11550,0
493594,8150,0
493600,20000,0
493619,10540,0
493646,9100,0
493664,12380,0
493673,4560,0
493707,8650,0
493716,13700,0
493798,11900,0
493813,26000,0
