u_id,assoc,sport
199999,NCAA,MBB
199999,NCAA,WBB
199999,NCAA,MBA
199999,NCAA,MTR
199999,NCAA,WTR
200004,NCAA,MFB
200004,NCAA,MBB
200004,NCAA,WBB
200004,NCAA,MBA
200004,NCAA,MTR
200004,NCAA,WTR
200059,NAIA,MFB
200059,NAIA,MBB
200059,NAIA,WBB
200059,NAIA,MBA
200059,NAIA,MTR
200059,NAIA,WTR
200156,NAIA,MFB
200156,NAIA,MBB
200156,NAIA,WBB
200156,NAIA,MBA
200156,NAIA,MTR
200156,NAIA,WTR
200217,NCAA,MFB
200217,NCAA,MBB
200217,NCAA,WBB
200217,NCAA,MBA
200217,NCAA,MTR
200217,NCAA,WTR
200226,NAIA,MFB
200226,NAIA,MBB
200226,NAIA,WBB
200226,NAIA,MBA
200253,NCAA,MFB
200253,NCAA,MBB
200253,NCAA,WBB
200253,NCAA,MBA
200253,NCAA,MTR
200253,NCAA,WTR
200280,NCAA,MFB
200280,NCAA,MBB
200280,NCAA,WBB
200280,NCAA,MTR
200280,NCAA,WTR
200332,NCAA,MFB
200332,NCAA,MBB
200332,NCAA,WBB
200332,NCAA,MBA
200332,NCAA,MTR
200332,NCAA,WTR
200572,NAIA,MFB
200572,NAIA,MBB
200572,NAIA,WBB
200572,NAIA,MBA
200572,NAIA,MTR
200572,NAIA,WTR
200800,NCAA,MFB
200800,NCAA,MBB
200800,NCAA,WBB
200800,NCAA,MBA
200800,NCAA,MTR
200800,NCAA,WTR
201104,NCAA,MFB
201104,NCAA,MBB
201104,NCAA,WBB
201104,NCAA,MBA
201104,NCAA,MTR
201104,NCAA,WTR
201195,NCAA,MFB
201195,NCAA,MBB
201195,NCAA,WBB
201195,NCAA,MBA
201195,NCAA,MTR
201195,NCAA,WTR
201371,NCAA,MFB
201371,NCAA,MBB
201371,NCAA,WBB
201371,NCAA,MBA
201371,NCAA,MTR
201371,NCAA,WTR
201441,NCAA,MFB
201441,NCAA,MBB
201441,NCAA,WBB
201441,NCAA,MBA
201441,NCAA,MTR
201441,NCAA,WTR
201548,NCAA,MFB
201548,NCAA,MBB
201548,NCAA,WBB
201548,NCAA,MBA
201548,NCAA,MTR
201548,NCAA,WTR
201645,NCAA,MFB
201645,NCAA,MBB
201645,NCAA,WBB
201645,NCAA,MBA
201645,NCAA,MTR
201645,NCAA,WTR
201654,NCAA,MBB
201654,NCAA,WBB
201654,NCAA,MBA
201654,NCAA,MTR
201654,NCAA,WTR
201690,NCAA,MFB
201690,NCAA,MBB
201690,NCAA,WBB
201690,NCAA,MTR
201690,NCAA,WTR
201885,NCAA,MFB
201885,NCAA,MBB
201885,NCAA,WBB
201885,NCAA,MBA
201885,NCAA,MTR
201885,NCAA,WTR
201964,NAIA,MBB
201964,NAIA,WBB
201964,NAIA,MBA
201964,NAIA,MTR
201964,NAIA,WTR
202134,NCAA,MBB
202134,NCAA,WBB
202134,NCAA,MTR
202134,NCAA,WTR
202480,NCAA,MFB
202480,NCAA,MBB
202480,NCAA,WBB
202480,NCAA,MBA
202480,NCAA,MTR
202480,NCAA,WTR
202514,NCAA,MFB
202514,NCAA,MBB
202514,NCAA,WBB
202514,NCAA,MBA
202514,NCAA,MTR
202514,NCAA,WTR
202523,NCAA,MFB
202523,NCAA,MBB
202523,NCAA,WBB
202523,NCAA,MBA
202523,NCAA,MTR
202523,NCAA,WTR
202763,NCAA,MFB
202763,NCAA,MBB
202763,NCAA,WBB
202763,NCAA,MBA
202763,NCAA,MTR
202763,NCAA,WTR
203085,NCAA,MFB
203085,NCAA,MBB
203085,NCAA,WBB
203085,NCAA,MBA
203085,NCAA,MTR
203085,NCAA,WTR
203128,NCAA,MFB
203128,NCAA,MBB
203128,NCAA,WBB
203128,NCAA,MBA
203368,NCAA,MFB
203368,NCAA,MBB
203368,NCAA,WBB
203368,NCAA,MBA
203368,NCAA,MTR
203368,NCAA,WTR
203517,NCAA,MFB
203517,NCAA,MBB
203517,NCAA,WBB
203517,NCAA,MBA
203517,NCAA,MTR
203517,NCAA,WTR
203535,NCAA,MFB
203535,NCAA,MBB
203535,NCAA,WBB
203535,NCAA,MBA
203535,NCAA,MTR
203535,NCAA,WTR
203580,NCAA,MFB
203580,NCAA,MBB
203580,NCAA,WBB
203580,NCAA,MBA
203580,NCAA,MTR
203580,NCAA,WTR
203757,NAIA,MBB
203757,NAIA,WBB
203757,NAIA,MBA
203757,NAIA,MTR
203757,NAIA,WTR
203775,NCAA,MBB
203775,NCAA,WBB
203775,NCAA,MBA
203775,NCAA,MTR
203775,NCAA,WTR
203845,NCAA,MFB
203845,NCAA,MBB
203845,NCAA,WBB
203845,NCAA,MBA
203845,NCAA,MTR
203845,NCAA,WTR
204024,NCAA,MFB
204024,NCAA,MBB
204024,NCAA,WBB
204024,NCAA,MBA
204024,NCAA,MTR
204024,NCAA,WTR
204185,NCAA,MFB
204185,NCAA,MBB
204185,NCAA,WBB
204185,NCAA,MBA
204185,NCAA,MTR
204185,NCAA,WTR
204194,NAIA,MBB
204194,NAIA,WBB
204194,NAIA,MBA
204194,NAIA,MTR
204194,NAIA,WTR
204200,NCAA,MFB
204200,NCAA,MBB
204200,NCAA,WBB
204200,NCAA,MBA
204200,NCAA,MTR
204200,NCAA,WTR
204264,NCAA,MFB
204264,NCAA,MBB
204264,NCAA,WBB
204264,NCAA,MBA
204264,NCAA,MTR
204264,NCAA,WTR
204468,NCAA,MFB
204468,NCAA,MBB
204468,NCAA,WBB
204468,NCAA,MBA
204486,NAIA,MBB
204486,NAIA,WBB
204486,NAIA,MBA
204501,NCAA,MFB
204501,NCAA,MBB
204501,NCAA,WBB
204501,NCAA,MBA
204501,NCAA,MTR
204501,NCAA,WTR
204617,NCAA,MFB
204617,NCAA,MBB
204617,NCAA,WBB
204617,NCAA,MBA
204617,NCAA,MTR
204617,NCAA,WTR
204635,NCAA,MFB
204635,NCAA,MBB
204635,NCAA,WBB
204635,NCAA,MBA
204635,NCAA,MTR
204635,NCAA,WTR
204796,NCAA,MFB
204796,NCAA,MBB
204796,NCAA,WBB
204796,NCAA,MBA
204796,NCAA,MTR
204796,NCAA,WTR
204857,NCAA,MFB
204857,NCAA,MBB
204857,NCAA,WBB
204857,NCAA,MBA
204857,NCAA,MTR
204857,NCAA,WTR
204909,NCAA,MFB
204909,NCAA,MBB
204909,NCAA,WBB
204909,NCAA,MBA
204909,NCAA,MTR
204909,NCAA,WTR
204936,NCAA,MFB
204936,NCAA,MBB
204936,NCAA,WBB
204936,NCAA,MBA
204936,NCAA,MTR
204936,NCAA,WTR
205203,NAIA,MBB
205203,NAIA,WBB
205203,NAIA,MBA
205203,NAIA,MTR
205203,NAIA,WTR
205443,NAIA,MBB
205443,NAIA,WBB
205443,NAIA,MBA
205443,NAIA,MTR
205443,NAIA,WTR
205957,NCAA,MBB
205957,NCAA,WBB
205957,NCAA,MBA
205957,NCAA,MTR
205957,NCAA,WTR
206048,NCAA,MFB
206048,NCAA,MBB
206048,NCAA,WBB
206048,NCAA,MBA
206048,NCAA,MTR
206048,NCAA,WTR
206084,NCAA,MFB
206084,NCAA,MBB
206084,NCAA,WBB
206084,NCAA,MBA
206084,NCAA,MTR
206084,NCAA,WTR
206349,NCAA,MBB
206349,NCAA,WBB
206349,NCAA,MTR
206349,NCAA,WTR
206437,NCAA,MFB
206437,NCAA,MBB
206437,NCAA,WBB
206437,NCAA,MBA
206437,NCAA,MTR
206437,NCAA,WTR
206491,NAIA,MFB
206491,NAIA,MBB
206491,NAIA,WBB
206491,NAIA,MTR
206491,NAIA,WTR
206507,NCAA,MFB
206507,NCAA,MBB
206507,NCAA,WBB
206507,NCAA,MBA
206507,NCAA,MTR
206507,NCAA,WTR
206525,NCAA,MFB
206525,NCAA,MBB
206525,NCAA,WBB
206525,NCAA,MBA
206525,NCAA,MTR
206525,NCAA,WTR
206589,NCAA,MFB
206589,NCAA,MBB
206589,NCAA,WBB
206589,NCAA,MBA
206589,NCAA,MTR
206589,NCAA,WTR
206604,NCAA,MBB
206604,NCAA,WBB
206604,NCAA,MBA
206604,NCAA,MTR
206604,NCAA,WTR
206622,NCAA,MBB
206622,NCAA,WBB
206622,NCAA,MBA
206622,NCAA,MTR
206622,NCAA,WTR
206695,NCAA,MFB
206695,NCAA,MBB
206695,NCAA,WBB
206695,NCAA,MBA
206695,NCAA,MTR
206695,NCAA,WTR
206817,NAIA,MBB
206817,NAIA,WBB
206817,NAIA,MBA
206817,NAIA,MTR
206817,NAIA,WTR
206835,NAIA,MBB
206835,NAIA,WBB
206835,NAIA,MBA
206835,NAIA,MTR
206835,NAIA,WTR
206862,NCAA,MFB
206862,NCAA,MBB
206862,NCAA,WBB
206862,NCAA,MBA
206862,NCAA,MTR
206862,NCAA,WTR
206914,NCAA,MBB
206914,NCAA,WBB
206914,NCAA,MBA
206914,NCAA,MTR
206914,NCAA,WTR
206941,NCAA,MFB
206941,NCAA,MBB
206941,NCAA,WBB
206941,NCAA,MBA
206941,NCAA,MTR
206941,NCAA,WTR
207041,NCAA,MFB
207041,NCAA,MBB
207041,NCAA,WBB
207041,NCAA,MBA
207041,NCAA,MTR
207041,NCAA,WTR
207209,NAIA,MFB
207209,NAIA,MBB
207209,NAIA,WBB
207263,NCAA,MFB
207263,NCAA,MBB
207263,NCAA,WBB
207263,NCAA,MBA
207306,NCAA,MFB
207306,NCAA,MBB
207306,NCAA,WBB
207306,NCAA,MBA
207306,NCAA,MTR
207306,NCAA,WTR
207324,NCAA,MBB
207324,NCAA,WBB
207324,NCAA,MBA
207324,NCAA,MTR
207324,NCAA,WTR
207351,NAIA,MFB
207351,NAIA,MBB
207351,NAIA,WBB
207351,NAIA,MBA
207351,NAIA,MTR
207351,NAIA,WTR
207388,NCAA,MFB
207388,NCAA,MBB
207388,NCAA,WBB
207388,NCAA,MBA
207388,NCAA,MTR
207388,NCAA,WTR
207403,NCAA,MFB
207403,NCAA,MBB
207403,NCAA,WBB
207403,NCAA,MBA
207403,NCAA,MTR
207403,NCAA,WTR
207458,NAIA,MBB
207458,NAIA,WBB
207458,NAIA,MBA
207458,NAIA,MTR
207458,NAIA,WTR
207500,NCAA,MFB
207500,NCAA,MBB
207500,NCAA,WBB
207500,NCAA,MBA
207500,NCAA,MTR
207500,NCAA,WTR
207582,NCAA,MBB
207582,NCAA,WBB
207582,NCAA,MBA
207582,NCAA,MTR
207582,NCAA,WTR
207661,NCAA,MBB
207661,NCAA,WBB
207661,NCAA,MBA
207661,NCAA,MTR
207661,NCAA,WTR
207722,NAIA,MBB
207722,NAIA,WBB
207722,NAIA,MBA
207722,NAIA,MTR
207722,NAIA,WTR
207847,NCAA,MFB
207847,NCAA,MBB
207847,NCAA,WBB
207847,NCAA,MBA
207847,NCAA,MTR
207847,NCAA,WTR
207856,NAIA,MBB
207856,NAIA,WBB
207856,NAIA,MBA
207856,NAIA,MTR
207856,NAIA,WTR
207865,NCAA,MFB
207865,NCAA,MBB
207865,NCAA,WBB
207865,NCAA,MBA
207865,NCAA,MTR
207865,NCAA,WTR
207971,NCAA,MFB
207971,NCAA,MBB
207971,NCAA,WBB
207971,NCAA,MTR
207971,NCAA,WTR
208646,NAIA,MFB
208646,NAIA,MBB
208646,NAIA,WBB
208646,NAIA,MBA
208646,NAIA,MTR
208646,NAIA,WTR
208822,NCAA,MFB
208822,NCAA,MBB
208822,NCAA,WBB
208822,NCAA,MBA
208822,NCAA,MTR
208822,NCAA,WTR
209056,NCAA,MFB
209056,NCAA,MBB
209056,NCAA,WBB
209056,NCAA,MBA
209056,NCAA,MTR
209056,NCAA,WTR
209065,NCAA,MFB
209065,NCAA,MBB
209065,NCAA,WBB
209065,NCAA,MBA
209065,NCAA,MTR
209065,NCAA,WTR
209287,NAIA,MBB
209287,NAIA,WBB
209287,NAIA,MTR
209287,NAIA,WTR
209409,NAIA,MBB
209409,NAIA,WBB
209409,NAIA,MBA
209409,NAIA,MTR
209409,NAIA,WTR
209506,NAIA,MBB
209506,NAIA,WBB
209506,NAIA,MBA
209506,NAIA,MTR
209506,NAIA,WTR
209542,NCAA,MFB
209542,NCAA,MBB
209542,NCAA,WBB
209542,NCAA,MBA
209542,NCAA,MTR
209542,NCAA,WTR
209551,NCAA,MFB
209551,NCAA,MBB
209551,NCAA,WBB
209551,NCAA,MBA
209551,NCAA,MTR
209551,NCAA,WTR
209603,NCAA,MFB
209603,NCAA,MBB
209603,NCAA,WBB
209603,NCAA,MBA
209603,NCAA,MTR
209603,NCAA,WTR
209612,NCAA,MFB
209612,NCAA,MBB
209612,NCAA,WBB
209612,NCAA,MBA
209612,NCAA,MTR
209612,NCAA,WTR
209807,NCAA,MFB
209807,NCAA,MBB
209807,NCAA,WBB
209807,NCAA,MBA
209807,NCAA,MTR
209807,NCAA,WTR
209825,NCAA,MBB
209825,NCAA,WBB
209825,NCAA,MBA
209825,NCAA,MTR
209825,NCAA,WTR
210146,NAIA,MFB
210146,NAIA,MBB
210146,NAIA,WBB
210146,NAIA,MTR
210146,NAIA,WTR
210304,NAIA,MBB
210304,NAIA,WBB
210331,NAIA,MBB
210331,NAIA,WBB
210331,NAIA,MBA
210331,NAIA,MTR
210331,NAIA,WTR
210401,NCAA,MFB
210401,NCAA,MBB
210401,NCAA,WBB
210401,NCAA,MBA
210401,NCAA,MTR
210401,NCAA,WTR
210429,NCAA,MFB
210429,NCAA,MBB
210429,NCAA,WBB
210429,NCAA,MBA
210429,NCAA,MTR
210429,NCAA,WTR
210492,NCAA,MBB
210492,NCAA,WBB
210492,NCAA,MTR
210492,NCAA,WTR
210571,NCAA,MFB
210571,NCAA,MBB
210571,NCAA,WBB
210571,NCAA,MBA
210571,NCAA,MTR
210571,NCAA,WTR
210669,NCAA,MFB
210669,NCAA,MBB
210669,NCAA,WBB
210669,NCAA,MBA
210669,NCAA,MTR
210669,NCAA,WTR
210739,NCAA,MBB
210739,NCAA,WBB
210739,NCAA,MBA
210739,NCAA,MTR
210739,NCAA,WTR
210775,NCAA,MFB
210775,NCAA,MBB
210775,NCAA,WBB
210775,NCAA,MBA
210775,NCAA,MTR
210775,NCAA,WTR
211024,NCAA,MBB
211024,NCAA,WBB
211024,NCAA,MBA
211024,NCAA,MTR
211024,NCAA,WTR
211088,NCAA,MBB
211088,NCAA,WBB
211088,NCAA,MBA
211088,NCAA,MTR
211088,NCAA,WTR
211273,NCAA,MBB
211273,NCAA,WBB
211273,NCAA,MTR
211273,NCAA,WTR
211291,NCAA,MFB
211291,NCAA,MBB
211291,NCAA,WBB
211291,NCAA,MBA
211291,NCAA,MTR
211291,NCAA,WTR
211352,NCAA,MBB
211352,NCAA,WBB
211352,NCAA,MBA
211352,NCAA,MTR
211352,NCAA,WTR
211431,NAIA,MBB
211431,NAIA,WBB
211431,NAIA,MTR
211431,NAIA,WTR
211440,NCAA,MFB
211440,NCAA,MBB
211440,NCAA,WBB
211440,NCAA,MTR
211440,NCAA,WTR
211468,NCAA,MBB
211468,NCAA,WBB
211468,NCAA,MTR
211468,NCAA,WTR
211556,NCAA,MBB
211556,NCAA,WBB
211556,NCAA,MBA
211556,NCAA,MTR
211556,NCAA,WTR
211583,NCAA,MBB
211583,NCAA,WBB
211583,NCAA,MBA
211583,NCAA,MTR
211583,NCAA,WTR
211981,NCAA,MFB
211981,NCAA,MBB
211981,NCAA,WBB
211981,NCAA,MBA
211981,NCAA,MTR
211981,NCAA,WTR
212009,NCAA,MFB
212009,NCAA,MBB
212009,NCAA,WBB
212009,NCAA,MBA
212009,NCAA,MTR
212009,NCAA,WTR
212054,NCAA,MBB
212054,NCAA,WBB
212106,NCAA,MFB
212106,NCAA,MBB
212106,NCAA,WBB
212106,NCAA,MTR
212106,NCAA,WTR
212115,NCAA,MFB
212115,NCAA,MBB
212115,NCAA,WBB
212115,NCAA,MBA
212115,NCAA,MTR
212115,NCAA,WTR
212133,NCAA,MBB
212133,NCAA,WBB
212133,NCAA,MBA
212133,NCAA,MTR
212133,NCAA,WTR
212197,NCAA,MBB
212197,NCAA,WBB
212197,NCAA,MBA
212197,NCAA,MTR
212197,NCAA,WTR
212577,NCAA,MFB
212577,NCAA,MBB
212577,NCAA,WBB
212577,NCAA,MBA
212577,NCAA,MTR
212577,NCAA,WTR
212601,NCAA,MFB
212601,NCAA,MBB
212601,NCAA,WBB
212601,NCAA,MBA
212601,NCAA,MTR
212601,NCAA,WTR
212656,NCAA,MFB
212656,NCAA,MBB
212656,NCAA,WBB
212656,NCAA,MBA
212656,NCAA,MTR
212656,NCAA,WTR
212674,NCAA,MFB
212674,NCAA,MBB
212674,NCAA,WBB
212674,NCAA,MBA
212674,NCAA,MTR
212674,NCAA,WTR
212805,NCAA,MFB
212805,NCAA,MBB
212805,NCAA,WBB
212805,NCAA,MBA
212805,NCAA,MTR
212805,NCAA,WTR
212832,NCAA,MBB
212832,NCAA,WBB
212832,NCAA,MBA
212832,NCAA,MTR
212832,NCAA,WTR
212911,NCAA,MBB
212911,NCAA,WBB
212911,NCAA,MBA
212911,NCAA,MTR
212911,NCAA,WTR
212984,NCAA,MBB
212984,NCAA,WBB
212984,NCAA,MTR
212984,NCAA,WTR
213011,NCAA,MBB
213011,NCAA,WBB
213011,NCAA,MBA
213011,NCAA,MTR
213011,NCAA,WTR
213020,NCAA,MFB
213020,NCAA,MBB
213020,NCAA,WBB
213020,NCAA,MBA
213020,NCAA,MTR
213020,NCAA,WTR
213251,NCAA,MFB
213251,NCAA,MBB
213251,NCAA,WBB
213251,NCAA,MBA
213251,NCAA,MTR
213251,NCAA,WTR
213303,NCAA,MFB
213303,NCAA,MBB
213303,NCAA,WBB
213303,NCAA,MBA
213303,NCAA,MTR
213303,NCAA,WTR
213321,NCAA,MFB
213321,NCAA,MBB
213321,NCAA,WBB
213321,NCAA,MBA
213321,NCAA,MTR
213321,NCAA,WTR
213349,NCAA,MFB
213349,NCAA,MBB
213349,NCAA,WBB
213349,NCAA,MBA
213349,NCAA,MTR
213349,NCAA,WTR
213358,NCAA,MBB
213358,NCAA,WBB
213358,NCAA,MBA
213358,NCAA,MTR
213358,NCAA,WTR
213367,NCAA,MBB
213367,NCAA,WBB
213367,NCAA,MTR
213367,NCAA,WTR
213385,NCAA,MFB
213385,NCAA,MBB
213385,NCAA,WBB
213385,NCAA,MBA
213385,NCAA,MTR
213385,NCAA,WTR
213400,NCAA,MBB
213400,NCAA,WBB
213400,NCAA,MBA
213400,NCAA,MTR
213400,NCAA,WTR
213507,NCAA,MFB
213507,NCAA,MBB
213507,NCAA,WBB
213507,NCAA,MBA
213507,NCAA,MTR
213507,NCAA,WTR
213543,NCAA,MFB
213543,NCAA,MBB
213543,NCAA,WBB
213543,NCAA,MBA
213543,NCAA,MTR
213543,NCAA,WTR
213598,NCAA,MFB
213598,NCAA,MBB
213598,NCAA,WBB
213598,NCAA,MBA
213598,NCAA,MTR
213598,NCAA,WTR
213668,NCAA,MFB
213668,NCAA,MBB
213668,NCAA,WBB
213668,NCAA,MBA
213668,NCAA,MTR
213668,NCAA,WTR
213826,NCAA,MBB
213826,NCAA,WBB
213826,NCAA,MBA
213826,NCAA,MTR
213826,NCAA,WTR
213987,NCAA,MFB
213987,NCAA,MBB
213987,NCAA,WBB
213987,NCAA,MBA
213987,NCAA,MTR
213987,NCAA,WTR
213996,NCAA,MBB
213996,NCAA,WBB
213996,NCAA,MBA
213996,NCAA,MTR
213996,NCAA,WTR
214041,NCAA,MFB
214041,NCAA,MBB
214041,NCAA,WBB
214041,NCAA,MBA
214041,NCAA,MTR
214041,NCAA,WTR
214069,NCAA,MFB
214069,NCAA,MBB
214069,NCAA,WBB
214069,NCAA,MBA
214069,NCAA,MTR
214069,NCAA,WTR
214157,NCAA,MFB
214157,NCAA,MBB
214157,NCAA,WBB
214157,NCAA,MBA
214157,NCAA,MTR
214157,NCAA,WTR
214166,NCAA,MBB
214166,NCAA,WBB
214166,NCAA,MBA
214166,NCAA,MTR
214166,NCAA,WTR
214175,NCAA,MFB
214175,NCAA,MBB
214175,NCAA,WBB
214175,NCAA,MBA
214175,NCAA,MTR
214175,NCAA,WTR
214272,NCAA,MBB
214272,NCAA,WBB
214272,NCAA,MBA
214272,NCAA,MTR
214272,NCAA,WTR
214591,NCAA,MBB
214591,NCAA,WBB
214591,NCAA,MBA
214591,NCAA,MTR
214591,NCAA,WTR
214689,NCAA,MBB
214689,NCAA,WBB
214689,NCAA,MBA
214704,NCAA,MBB
214704,NCAA,WBB
214704,NCAA,MBA
214704,NCAA,MTR
214704,NCAA,WTR
214713,NCAA,MBB
214713,NCAA,WBB
214713,NCAA,MBA
214713,NCAA,MTR
214713,NCAA,WTR
214777,NCAA,MFB
214777,NCAA,MBB
214777,NCAA,WBB
214777,NCAA,MBA
214777,NCAA,MTR
214777,NCAA,WTR
214801,NCAA,MBB
214801,NCAA,WBB
214801,NCAA,MBA
214801,NCAA,MTR
214801,NCAA,WTR
215062,NCAA,MFB
215062,NCAA,MBB
215062,NCAA,WBB
215062,NCAA,MBA
215062,NCAA,MTR
215062,NCAA,WTR
215114,NCAA,MBB
215114,NCAA,WBB
215114,NCAA,MBA
215114,NCAA,MTR
215114,NCAA,WTR
215266,NCAA,MBB
215266,NCAA,WBB
215266,NCAA,MBA
215275,NCAA,MBB
215275,NCAA,WBB
215275,NCAA,MBA
215275,NCAA,MTR
215275,NCAA,WTR
215284,NCAA,MBB
215284,NCAA,WBB
215284,NCAA,MBA
215284,NCAA,MTR
215284,NCAA,WTR
215293,NCAA,MFB
215293,NCAA,MBB
215293,NCAA,WBB
215293,NCAA,MBA
215293,NCAA,MTR
215293,NCAA,WTR
215442,NAIA,MBB
215442,NAIA,WBB
215442,NAIA,MBA
215442,NAIA,MTR
215442,NAIA,WTR
215655,NCAA,MFB
215655,NCAA,MBB
215655,NCAA,WBB
215655,NCAA,MTR
215655,NCAA,WTR
215691,NCAA,MBB
215691,NCAA,WBB
215691,NCAA,MBA
215691,NCAA,MTR
215691,NCAA,WTR
215743,NCAA,MFB
215743,NCAA,MBB
215743,NCAA,WBB
215743,NCAA,MTR
215743,NCAA,WTR
215770,NCAA,MBB
215770,NCAA,WBB
215770,NCAA,MBA
215770,NCAA,MTR
215770,NCAA,WTR
215798,NCAA,MFB
215798,NCAA,MBB
215798,NCAA,WBB
215798,NCAA,MBA
215798,NCAA,MTR
215798,NCAA,WTR
215929,NCAA,MBB
215929,NCAA,WBB
215929,NCAA,MBA
215929,NCAA,MTR
215929,NCAA,WTR
215947,NCAA,MFB
215947,NCAA,MBB
215947,NCAA,WBB
215947,NCAA,MBA
215947,NCAA,MTR
215947,NCAA,WTR
216010,NCAA,MFB
216010,NCAA,MBB
216010,NCAA,WBB
216010,NCAA,MBA
216010,NCAA,MTR
216010,NCAA,WTR
216038,NCAA,MFB
216038,NCAA,MBB
216038,NCAA,WBB
216038,NCAA,MBA
216038,NCAA,MTR
216038,NCAA,WTR
216278,NCAA,MFB
216278,NCAA,MBB
216278,NCAA,WBB
216278,NCAA,MBA
216278,NCAA,MTR
216278,NCAA,WTR
216287,NCAA,MBB
216287,NCAA,WBB
216287,NCAA,MBA
216287,NCAA,MTR
216287,NCAA,WTR
216339,NCAA,MFB
216339,NCAA,MBB
216339,NCAA,WBB
216339,NCAA,MTR
216339,NCAA,WTR
216357,NCAA,MFB
216357,NCAA,MBB
216357,NCAA,WBB
216357,NCAA,MBA
216357,NCAA,MTR
216357,NCAA,WTR
216366,NCAA,MBB
216366,NCAA,WBB
216366,NCAA,MBA
216366,NCAA,MTR
216366,NCAA,WTR
216524,NCAA,MFB
216524,NCAA,MBB
216524,NCAA,WBB
216524,NCAA,MBA
216524,NCAA,MTR
216524,NCAA,WTR
216542,NCAA,MBB
216542,NCAA,WBB
216542,NCAA,MBA
216542,NCAA,MTR
216542,NCAA,WTR
216597,NCAA,MFB
216597,NCAA,MBB
216597,NCAA,WBB
216597,NCAA,MBA
216597,NCAA,MTR
216597,NCAA,WTR
216667,NCAA,MFB
216667,NCAA,MBB
216667,NCAA,WBB
216667,NCAA,MBA
216667,NCAA,MTR
216667,NCAA,WTR
216694,NCAA,MFB
216694,NCAA,MBB
216694,NCAA,WBB
216694,NCAA,MBA
216694,NCAA,MTR
216694,NCAA,WTR
216764,NCAA,MFB
216764,NCAA,MBB
216764,NCAA,WBB
216764,NCAA,MBA
216764,NCAA,MTR
216764,NCAA,WTR
216807,NCAA,MFB
216807,NCAA,MBB
216807,NCAA,WBB
216807,NCAA,MBA
216807,NCAA,MTR
216807,NCAA,WTR
216852,NCAA,MFB
216852,NCAA,MBB
216852,NCAA,WBB
216852,NCAA,MBA
216852,NCAA,MTR
216852,NCAA,WTR
216931,NCAA,MFB
216931,NCAA,MBB
216931,NCAA,WBB
216931,NCAA,MBA
216931,NCAA,MTR
216931,NCAA,WTR
217013,NCAA,MBB
217013,NCAA,WBB
217013,NCAA,MBA
217059,NCAA,MBB
217059,NCAA,WBB
217059,NCAA,MBA
217059,NCAA,MTR
217059,NCAA,WTR
217156,NCAA,MFB
217156,NCAA,MBB
217156,NCAA,WBB
217156,NCAA,MBA
217156,NCAA,MTR
217156,NCAA,WTR
217165,NCAA,MFB
217165,NCAA,MBB
217165,NCAA,WBB
217165,NCAA,MBA
217165,NCAA,MTR
217165,NCAA,WTR
217235,NCAA,MBB
217235,NCAA,WBB
217235,NCAA,MBA
217402,NCAA,MBB
217402,NCAA,WBB
217402,NCAA,MTR
217402,NCAA,WTR
217420,NCAA,MBB
217420,NCAA,WBB
217420,NCAA,MBA
217420,NCAA,MTR
217420,NCAA,WTR
217484,NCAA,MFB
217484,NCAA,MBB
217484,NCAA,WBB
217484,NCAA,MBA
217484,NCAA,MTR
217484,NCAA,WTR
217518,NCAA,MBB
217518,NCAA,WBB
217518,NCAA,MBA
217518,NCAA,MTR
217518,NCAA,WTR
217536,NCAA,MFB
217536,NCAA,MBB
217536,NCAA,WBB
217536,NCAA,MBA
217536,NCAA,MTR
217536,NCAA,WTR
217624,NCAA,MFB
217624,NCAA,MBB
217624,NCAA,WBB
217624,NCAA,MTR
217624,NCAA,WTR
217633,NCAA,MBB
217633,NCAA,WBB
217633,NCAA,MBA
217633,NCAA,MTR
217633,NCAA,WTR
217688,NCAA,MFB
217688,NCAA,MBB
217688,NCAA,WBB
217688,NCAA,MBA
217688,NCAA,MTR
217688,NCAA,WTR
217721,NCAA,MFB
217721,NCAA,MBB
217721,NCAA,WBB
217721,NCAA,MBA
217721,NCAA,MTR
217721,NCAA,WTR
217749,NCAA,MBB
217749,NCAA,WBB
217749,NCAA,MBA
217749,NCAA,MTR
217749,NCAA,WTR
217776,NCAA,MBB
217776,NCAA,WBB
217776,NCAA,MBA
217776,NCAA,MTR
217776,NCAA,WTR
217819,NCAA,MBB
217819,NCAA,WBB
217819,NCAA,MBA
217819,NCAA,MTR
217819,NCAA,WTR
217864,NCAA,MFB
217864,NCAA,MBB
217864,NCAA,WBB
217864,NCAA,MBA
217864,NCAA,MTR
217864,NCAA,WTR
217873,NCAA,MBB
217873,NCAA,WBB
217873,NCAA,MBA
217873,NCAA,MTR
217873,NCAA,WTR
217882,NCAA,MFB
217882,NCAA,MBB
217882,NCAA,WBB
217882,NCAA,MBA
217882,NCAA,MTR
217882,NCAA,WTR
217907,NCAA,MBB
217907,NCAA,WBB
217907,NCAA,MBA
217907,NCAA,MTR
217907,NCAA,WTR
217925,NAIA,MBB
217925,NAIA,WBB
217925,NAIA,MBA
217925,NAIA,MTR
217925,NAIA,WTR
217934,NAIA,MBB
217934,NAIA,WBB
217934,NAIA,MTR
217934,NAIA,WTR
217961,NCAA,MBB
217961,NCAA,WBB
217961,NCAA,MTR
217961,NCAA,WTR
217998,NCAA,MFB
217998,NCAA,MBB
217998,NCAA,WBB
