u_id,assoc,sport
199193,NCAA,MBB
199193,NCAA,WBB
199193,NCAA,MBA
199193,NCAA,MTR
199193,NCAA,WTR
199209,NCAA,MFB
199209,NCAA,MBB
199209,NCAA,WBB
199209,NCAA,MBA
199209,NCAA,MTR
199209,NCAA,WTR
199218,NCAA,MBB
199218,NCAA,WBB
199218,NCAA,MBA
199218,NCAA,MTR
199218,NCAA,WTR
199272,NCAA,MBB
199272,NCAA,WBB
199272,NCAA,MBA
199272,NCAA,MTR
199272,NCAA,WTR
199281,NCAA,MFB
199281,NCAA,MBB
199281,NCAA,WBB
199281,NCAA,MBA
199281,NCAA,MTR
199281,NCAA,WTR
199306,NCAA,MBB
199306,NCAA,WBB
199306,NCAA,MBA
199306,NCAA,MTR
199306,NCAA,WTR
199412,NCAA,MBB
199412,NCAA,WBB
199412,NCAA,MBA
199412,NCAA,MTR
199412,NCAA,WTR
199582,NCAA,MFB
199582,NCAA,MBB
199582,NCAA,WBB
199582,NCAA,MTR
199582,NCAA,WTR
199607,NCAA,MBB
199607,NCAA,WBB
199607,NCAA,MTR
199607,NCAA,WTR
199643,NCAA,MFB
199643,NCAA,MBB
199643,NCAA,WBB
199643,NCAA,MTR
199643,NCAA,WTR
199698,NAIA,MFB
199698,NAIA,MBB
199698,NAIA,WBB
199698,NAIA,MBA
199698,NAIA,MTR
199698,NAIA,WTR
199847,NCAA,MFB
199847,NCAA,MBB
199847,NCAA,WBB
199847,NCAA,MBA
199847,NCAA,MTR
199847,NCAA,WTR
199865,NCAA,MBB
199865,NCAA,WBB
199865,NCAA,MTR
199865,NCAA,WTR
199962,NCAA,MFB
199962,NCAA,MBB
199962,NCAA,WBB
199962,NCAA,MBA
199962,NCAA,MTR
199962,NCAA,WTR
199999,NCAA,MFB
